Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024,Closest Pri Sch Dist,Closest Pri Sch
2021,1,1.369410498,103.846059822,562700.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,700B,ANG MO KIO AVE 6,4 ROOM,MODEL A,22,24,90,2003,81,Ang Mo Kio MRT Station,393.576327747,9572.610257954,ANG MO KIO,PAP,690000,786047,674.4280011561735,TECK GHEE PRIMARY SCHOOL
2021,1,1.369441594,103.846488239,563700.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,700C,ANG MO KIO AVE 6,4 ROOM,MODEL A,13,15,85,2003,81,Ang Mo Kio MRT Station,345.928994678,9573.256952548,ANG MO KIO,PAP,665000,757567,641.5503416985852,TECK GHEE PRIMARY SCHOOL
2021,1,1.375293768,103.855452426,560540.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,540,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,68,1981,59,Ang Mo Kio MRT Station,884.129374703,10215.829310363,ANG MO KIO,PAP,298000,339481,529.9774119544936,JING SHAN PRIMARY SCHOOL
2021,1,1.37392862,103.858665714,560551.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,551,ANG MO KIO AVE 10,5 ROOM,IMPROVED,1,3,118,1981,59,Ang Mo Kio MRT Station,1105.6825348,10087.78114752,ANG MO KIO,PAP,483000,550233,793.8020584267015,JING SHAN PRIMARY SCHOOL
2021,1,1.370577658,103.857854578,560561.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,561,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1980,58,Ang Mo Kio MRT Station,926.04721338,9711.323311487,ANG MO KIO,PAP,265000,301888,710.3248584430931,JING SHAN PRIMARY SCHOOL
2021,1,1.372032363,103.857625376,560556.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,556,ANG MO KIO AVE 10,EXECUTIVE,ADJOINED FLAT,4,6,163,1980,58,Ang Mo Kio MRT Station,927.320440426,9869.878083711,ANG MO KIO,PAP,950000,1082239,658.7991602130968,JING SHAN PRIMARY SCHOOL
2021,1,1.374209517,103.858209668,560547.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,547,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,4,6,92,1981,59,Ang Mo Kio MRT Station,1072.678545787,10114.753876588,ANG MO KIO,PAP,370000,421504,752.4144140911983,JING SHAN PRIMARY SCHOOL
2021,1,1.374058463,103.85416817,560534.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,534,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1980,58,Ang Mo Kio MRT Station,686.530667873,10073.836268147,ANG MO KIO,PAP,265000,301888,333.70104475226395,JING SHAN PRIMARY SCHOOL
2021,1,1.374738413,103.855876768,560542.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,542,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1981,59,Ang Mo Kio MRT Station,881.383790154,10156.743014206,ANG MO KIO,PAP,270000,307584,534.6804607456914,JING SHAN PRIMARY SCHOOL
2021,1,1.370055013,103.854880559,560571.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,571,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,7,9,92,1979,57,Ang Mo Kio MRT Station,592.480091569,9634.340999441,ANG MO KIO,PAP,410000,467071,432.8382728339411,JING SHAN PRIMARY SCHOOL
2021,1,1.370181442,103.859018836,560562.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,562,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,13,15,92,1980,58,Ang Mo Kio MRT Station,1053.224907213,9678.275089775,ANG MO KIO,PAP,430000,489855,846.953738594678,JING SHAN PRIMARY SCHOOL
2021,1,1.370188804,103.852429488,560587.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,587,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,10,12,67,1979,57,Ang Mo Kio MRT Station,320.80247433,9641.710203997,ANG MO KIO,PAP,328600,374341,249.4376870287997,JING SHAN PRIMARY SCHOOL
2021,1,1.375724748,103.849934306,560502.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,502,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,7,9,68,1981,59,Ang Mo Kio MRT Station,641.805699805,10254.153707034,ANG MO KIO,PAP,320000,364544,424.72974214818834,JING SHAN PRIMARY SCHOOL
