Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024
2015,3,1.325248773,103.886757554,370059.0,CENTRAL REGION,GEYLANG,MACPHERSON,59,CIRCUIT RD,3 ROOM,STANDARD,7,9,60,1969,53,MacPherson MRT Station,299.846460998,6115.230556362,MACPHERSON,PAP,290000,340992
2015,3,1.325132403,103.885610754,370049.0,CENTRAL REGION,GEYLANG,MACPHERSON,49,CIRCUIT RD,3 ROOM,STANDARD,4,6,56,1969,53,Mattar MRT Station,326.149209796,6023.703647349,MACPHERSON,PAP,255000,299838
2015,3,1.328177334,103.886486363,370037.0,CENTRAL REGION,GEYLANG,MACPHERSON,37,CIRCUIT RD,3 ROOM,STANDARD,1,3,58,1972,56,MacPherson MRT Station,384.958966912,6347.377645687,MACPHERSON,PAP,261000,306893
2015,3,1.325775271,103.885703636,370047.0,CENTRAL REGION,GEYLANG,MACPHERSON,47,CIRCUIT RD,3 ROOM,STANDARD,7,9,56,1969,53,Mattar MRT Station,299.247611475,6085.346721146,MACPHERSON,PAP,274000,322179
2015,3,1.327676959,103.886264654,370040.0,CENTRAL REGION,GEYLANG,MACPHERSON,40,CIRCUIT RD,3 ROOM,STANDARD,7,9,57,1971,55,Mattar MRT Station,347.241231802,6288.62818257,MACPHERSON,PAP,280000,329234
2015,3,1.324723117,103.886685702,370057.0,CENTRAL REGION,GEYLANG,MACPHERSON,57,CIRCUIT RD,3 ROOM,STANDARD,7,9,56,1969,53,MacPherson MRT Station,330.848268959,6065.748764467,MACPHERSON,PAP,278000,326882
2015,3,1.332283325,103.885620101,360082.0,CENTRAL REGION,GEYLANG,MACPHERSON,82,MACPHERSON LANE,3 ROOM,STANDARD,4,6,64,1968,52,Tai Seng MRT Station,448.228266396,6654.746550416,MACPHERSON,PAP,277000,325706
2015,3,1.322681161,103.886737921,370091.0,CENTRAL REGION,GEYLANG,MACPHERSON,91,PAYA LEBAR WAY,3 ROOM,IMPROVED,7,9,58,1972,56,MacPherson MRT Station,477.866414185,5899.723712657,MACPHERSON,PAP,268000,315124
2015,3,1.321925016,103.882860356,381121.0,CENTRAL REGION,GEYLANG,MACPHERSON,121,PAYA LEBAR WAY,4 ROOM,NEW GENERATION,10,12,91,1980,64,Mattar MRT Station,549.226085465,5555.388098794,MACPHERSON,PAP,375000,440938
2015,3,1.323993056,103.88669272,370053.0,CENTRAL REGION,GEYLANG,MACPHERSON,53,PIPIT RD,EXECUTIVE,MAISONETTE,4,6,146,1986,70,MacPherson MRT Station,375.501971248,6005.090684872,MACPHERSON,PAP,700000,823084
2015,3,1.373639498,103.896187664,530406.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,406,HOUGANG AVE 10,4 ROOM,NEW GENERATION,10,12,93,1985,69,Hougang MRT Station,496.866395542,11198.433753491,ALJUNIED,WP,423000,497378
2015,3,1.373692291,103.89511621,530409.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,409,HOUGANG AVE 10,5 ROOM,IMPROVED,4,6,121,1985,69,Hougang MRT Station,403.878058633,11151.001359179,ALJUNIED,WP,530000,623192
2015,3,1.375423473,103.894728672,530421.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,421,HOUGANG AVE 10,4 ROOM,MODEL A,10,12,113,1989,73,Hougang MRT Station,526.272003901,11304.956202101,ALJUNIED,WP,470000,552642
2015,3,1.378788146,103.896368956,530452.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,452,HOUGANG AVE 10,5 ROOM,IMPROVED,1,3,121,1992,76,Buangkok MRT Station,578.13836963,11719.332598083,ANG MO KIO,PAP,445000,523246
2015,3,1.379115141,103.895119125,530448.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,448,HOUGANG AVE 10,4 ROOM,MODEL A,4,6,103,1990,74,Buangkok MRT Station,470.910082471,11693.333474152,ANG MO KIO,PAP,418000,491499
2015,3,1.379488752,103.893848535,530444.0,NORTH-EAST REGION,HOUGANG,HOUGANG EAST,444,HOUGANG AVE 8,4 ROOM,MODEL A,7,9,105,1991,75,Buangkok MRT Station,382.512706639,11672.819972515,ANG MO KIO,PAP,438000,515015
2015,3,1.370252027,103.886157678,530607.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,607,HOUGANG AVE 4,4 ROOM,SIMPLIFIED,7,9,84,1986,70,Hougang MRT Station,702.01339275,10398.587897489,ANG MO KIO,PAP,365000,429180
2015,3,1.370678921,103.887136595,530601.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,601,HOUGANG AVE 4,4 ROOM,SIMPLIFIED,4,6,84,1986,70,Hougang MRT Station,587.5119521,10483.358636023,ANG MO KIO,PAP,358000,420949
2015,3,1.373424665,103.89185691,530522.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,522,HOUGANG AVE 6,EXECUTIVE,MAISONETTE,7,9,151,1987,71,Hougang MRT Station,242.883277777,10970.242653396,ALJUNIED,WP,730000,858359
2015,3,1.375168133,103.890119934,530530.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,530,HOUGANG AVE 6,3 ROOM,SIMPLIFIED,1,3,70,1986,70,Hougang MRT Station,496.955906545,11069.36779334,ALJUNIED,WP,300000,352750
2015,3,1.373424665,103.89185691,530522.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,522,HOUGANG AVE 6,EXECUTIVE,MAISONETTE,10,12,145,1987,71,Hougang MRT Station,242.883277777,10970.242653396,ALJUNIED,WP,820000,964184
2015,3,1.369486756,103.884789365,530613.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,613,HOUGANG AVE 8,4 ROOM,MODEL A,7,9,104,1986,70,Hougang MRT Station,868.072184209,10263.854365004,ANG MO KIO,PAP,403000,473861
2015,3,1.373379374,103.882388338,530658.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,658,HOUGANG AVE 8,3 ROOM,MODEL A,10,12,74,1987,71,Hougang MRT Station,1135.702256414,10575.637462291,ANG MO KIO,PAP,331888,390245
2015,3,1.369954124,103.881217931,530629.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,629,HOUGANG AVE 8,4 ROOM,MODEL A,4,6,104,1986,70,Kovan MRT Station,1162.562893545,10175.120409601,ANG MO KIO,PAP,360000,423300
2015,3,1.373958405,103.886898457,530684.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,684,HOUGANG AVE 8,3 ROOM,SIMPLIFIED,4,6,64,1989,73,Hougang MRT Station,677.581322692,10809.857762419,ANG MO KIO,PAP,298000,350399
2015,3,1.370517428,103.879783574,530639.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,639,HOUGANG AVE 8,EXECUTIVE,MAISONETTE,1,3,153,1987,71,Kovan MRT Station,1285.39446575,10183.183107635,ANG MO KIO,PAP,630000,740776
2015,3,1.369813241,103.882210989,530626.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,626,HOUGANG AVE 8,4 ROOM,MODEL A,7,9,104,1986,70,Kovan MRT Station,1111.62302331,10197.152250324,ANG MO KIO,PAP,400000,470334
2015,3,1.370144007,103.883968141,530620.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,620,HOUGANG AVE 8,3 ROOM,IMPROVED,7,9,69,1985,69,Hougang MRT Station,944.765493784,10298.985848587,ANG MO KIO,PAP,300000,352750
2015,3,1.369486756,103.884789365,530613.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,613,HOUGANG AVE 8,4 ROOM,SIMPLIFIED,10,12,84,1986,70,Hougang MRT Station,868.072184209,10263.854365004,ANG MO KIO,PAP,362000,425652
2015,3,1.377461432,103.891272655,530541.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,541,HOUGANG AVE 8,4 ROOM,MODEL A,7,9,104,1989,73,Buangkok MRT Station,632.496745753,11352.922183228,ANG MO KIO,PAP,388000,456224
2015,3,1.373047281,103.881935611,530655.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,655,HOUGANG AVE 8,5 ROOM,IMPROVED,7,9,120,1987,71,Hougang MRT Station,1178.477815447,10524.514249258,ANG MO KIO,PAP,480000,564400
2015,3,1.370144007,103.883968141,530620.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,620,HOUGANG AVE 8,3 ROOM,IMPROVED,4,6,60,1985,69,Hougang MRT Station,944.765493784,10298.985848587,ANG MO KIO,PAP,318000,373915
2015,3,1.372978403,103.88567916,530681.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,681,HOUGANG AVE 8,3 ROOM,SIMPLIFIED,4,6,64,1989,73,Hougang MRT Station,768.731102273,10659.65409371,ANG MO KIO,PAP,243000,285728
2015,3,1.379933788,103.888654264,530563.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,563,HOUGANG ST 51,EXECUTIVE,APARTMENT,13,15,143,1992,76,Buangkok MRT Station,593.87396139,11496.382865526,ANG MO KIO,PAP,660000,776051
2015,3,1.379129504,103.890376363,530553.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,553,HOUGANG ST 51,5 ROOM,IMPROVED,7,9,121,1989,73,Buangkok MRT Station,514.269766198,11484.705095413,ANG MO KIO,PAP,485000,570280
2015,3,1.375251968,103.888186047,533698.0,NORTH-EAST REGION,HOUGANG,HOUGANG WEST,698C,HOUGANG ST 52,EXECUTIVE,APARTMENT,7,9,141,1999,83,Hougang MRT Station,640.001839154,10995.755179588,ANG MO KIO,PAP,675000,793688
2015,3,1.364130973,103.893001324,530001.0,NORTH-EAST REGION,HOUGANG,KANGKAR,1,HOUGANG AVE 3,3 ROOM,IMPROVED,13,15,70,1975,59,Hougang MRT Station,794.867529556,10100.395956027,HOUGANG,WP,283000,332761
2015,3,1.363137208,103.893184541,530002.0,NORTH-EAST REGION,HOUGANG,KANGKAR,2,HOUGANG AVE 3,3 ROOM,IMPROVED,13,15,59,1975,59,Hougang MRT Station,906.173398346,10012.401315467,HOUGANG,WP,260000,305717
2015,3,1.366328104,103.896213965,530310.0,NORTH-EAST REGION,HOUGANG,KANGKAR,310,HOUGANG AVE 5,5 ROOM,IMPROVED,1,3,121,1984,68,Hougang MRT Station,695.20225365,10482.481141715,HOUGANG,WP,470000,552642
2015,3,1.366809108,103.895756047,530308.0,NORTH-EAST REGION,HOUGANG,KANGKAR,308,HOUGANG AVE 5,3 ROOM,NEW GENERATION,7,9,67,1983,67,Hougang MRT Station,621.981209745,10505.165500374,HOUGANG,WP,308000,362157
2015,3,1.368518245,103.894583869,530302.0,NORTH-EAST REGION,HOUGANG,KANGKAR,302,HOUGANG AVE 5,5 ROOM,MODEL A,13,15,131,1983,67,Hougang MRT Station,392.701012913,10612.406084727,HOUGANG,WP,542000,637302
2015,3,1.367588381,103.89888019,530325.0,NORTH-EAST REGION,HOUGANG,KANGKAR,325,HOUGANG AVE 7,5 ROOM,IMPROVED,10,12,121,1983,67,Hougang MRT Station,831.234590261,10748.21973758,HOUGANG,WP,485000,570280
2015,3,1.372408326,103.899433277,530354.0,NORTH-EAST REGION,HOUGANG,KANGKAR,354,HOUGANG AVE 7,4 ROOM,NEW GENERATION,4,6,91,1986,70,Hougang MRT Station,794.529143296,11244.282953876,HOUGANG,WP,375000,440938
2015,3,1.365299662,103.8964548,530317.0,NORTH-EAST REGION,HOUGANG,KANGKAR,317,HOUGANG AVE 7,4 ROOM,NEW GENERATION,7,9,97,1983,67,Hougang MRT Station,802.913212885,10395.594609741,HOUGANG,WP,415000,487971
2015,3,1.36627946,103.888808929,530707.0,NORTH-EAST REGION,HOUGANG,KOVAN,707,HOUGANG AVE 2,4 ROOM,NEW GENERATION,7,9,98,1986,70,Hougang MRT Station,682.073167665,10110.585089077,HOUGANG,WP,426888,501950
2015,3,1.365960368,103.888646477,530706.0,NORTH-EAST REGION,HOUGANG,KOVAN,706,HOUGANG AVE 2,4 ROOM,NEW GENERATION,7,9,91,1985,69,Hougang MRT Station,721.305920989,10070.984994354,HOUGANG,WP,380000,446817
2015,3,1.365882221,103.887387054,530712.0,NORTH-EAST REGION,HOUGANG,KOVAN,712,HOUGANG AVE 2,EXECUTIVE,MAISONETTE,10,12,154,1986,70,Kovan MRT Station,681.51459011,10006.039500526,HOUGANG,WP,652000,766644
2015,3,1.354964463,103.890855055,530102.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,102,HOUGANG AVE 1,3 ROOM,MODEL A,10,12,77,1984,68,Kovan MRT Station,864.704688615,9093.930503265,ALJUNIED,WP,320000,376267
2015,3,1.352892615,103.88665535,530124.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,124,HOUGANG AVE 1,3 ROOM,NEW GENERATION,10,12,82,1981,65,Kovan MRT Station,824.923668791,8672.344037326,ALJUNIED,WP,365000,429180
2015,3,1.354937478,103.891360574,530101.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,101,HOUGANG AVE 1,4 ROOM,MODEL A,4,6,103,1984,68,Kovan MRT Station,909.303632679,9118.69374471,ALJUNIED,WP,400000,470334
2015,3,1.353569053,103.888705665,530113.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,113,HOUGANG AVE 1,3 ROOM,NEW GENERATION,4,6,66,1982,66,Kovan MRT Station,835.70623693,8844.148712144,ALJUNIED,WP,305000,358629
2015,3,1.354421811,103.888557768,530112.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,112,HOUGANG AVE 1,3 ROOM,NEW GENERATION,10,12,81,1981,65,Kovan MRT Station,745.914371012,8919.790483287,ALJUNIED,WP,360000,423300
2015,3,1.360165215,103.892711655,530252.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,252,HOUGANG AVE 3,4 ROOM,NEW GENERATION,1,3,96,1985,69,Kovan MRT Station,851.00091083,9697.643887222,ALJUNIED,WP,360000,423300
2015,3,1.356621419,103.888857749,530237.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,237,HOUGANG ST 21,EXECUTIVE,MAISONETTE,4,6,150,1984,68,Kovan MRT Station,577.004950303,9151.034708064,ALJUNIED,WP,752000,884227
2015,3,1.356604529,103.883650622,530221.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,221,HOUGANG ST 21,EXECUTIVE,MAISONETTE,7,9,148,1992,76,Kovan MRT Station,425.44781227,8899.575436353,ALJUNIED,WP,820000,964184
2015,3,1.356508688,103.89184064,530241.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,241,HOUGANG ST 22,3 ROOM,MODEL A,7,9,74,1985,69,Kovan MRT Station,856.353299166,9296.448512229,ALJUNIED,WP,320000,376267
2015,3,1.357641449,103.891702601,530243.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,243,HOUGANG ST 22,3 ROOM,NEW GENERATION,1,3,72,1984,68,Kovan MRT Station,790.205375543,9398.800235392,ALJUNIED,WP,286000,336289
2015,3,1.351977155,103.883313456,530144.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,144,LOR AH SOO,EXECUTIVE,MAISONETTE,7,9,160,1984,68,Kovan MRT Station,927.644855012,8418.236021391,ALJUNIED,WP,695000,817205
2015,3,1.35302664,103.882887594,530142.0,NORTH-EAST REGION,HOUGANG,LORONG AH SOO,142,LOR AH SOO,4 ROOM,MODEL A,1,3,103,1984,68,Kovan MRT Station,827.175235866,8503.816964766,ALJUNIED,WP,350000,411542
2015,3,1.351815936,103.888448131,530167.0,NORTH-EAST REGION,HOUGANG,TAI SENG,167,HOUGANG AVE 1,4 ROOM,MODEL A,10,12,101,1997,81,Kovan MRT Station,998.47642357,8659.876214214,ALJUNIED,WP,445000,523246
2015,3,1.380448016,103.879579343,533981.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,981C,BUANGKOK CRES,5 ROOM,IMPROVED,13,15,110,2003,87,Buangkok MRT Station,1530.798692244,11225.50613673,ANG MO KIO,PAP,473000,556170
2015,3,1.378622287,103.885052755,530577.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,577,HOUGANG AVE 4,EXECUTIVE,MAISONETTE,1,3,140,1997,81,Buangkok MRT Station,1013.478408038,11220.841927296,ANG MO KIO,PAP,580000,681984
2015,3,1.378183076,103.878641442,530967.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,967,HOUGANG AVE 9,EXECUTIVE,APARTMENT,13,15,137,1999,83,Buangkok MRT Station,1692.849637368,10955.882492596,ANG MO KIO,PAP,570000,670226
2015,3,1.376295016,103.882146024,530924.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,924,HOUGANG AVE 9,5 ROOM,IMPROVED,7,9,120,1998,82,Hougang MRT Station,1266.201247662,10872.259439049,ANG MO KIO,PAP,525000,617313
2015,3,1.377965042,103.888219983,530570.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,570,HOUGANG ST 51,5 ROOM,IMPROVED,7,9,117,1997,81,Buangkok MRT Station,769.30988033,11275.994008068,ANG MO KIO,PAP,485000,570280
2015,3,1.377939795,103.886976611,530575.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,575,HOUGANG ST 51,4 ROOM,MODEL A,7,9,98,1997,81,Buangkok MRT Station,874.648787782,11223.700743025,ANG MO KIO,PAP,425000,499730
2015,3,1.378220406,103.879420459,530972.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,972,HOUGANG ST 91,EXECUTIVE,APARTMENT,10,12,137,1999,83,Buangkok MRT Station,1609.212773406,10984.233497041,ANG MO KIO,PAP,596000,700797
2015,3,1.376705846,103.882497236,530925.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,925,HOUGANG ST 91,4 ROOM,MODEL A,13,15,101,1998,82,Hougang MRT Station,1252.230380574,10927.727948903,ANG MO KIO,PAP,410000,482092
2015,3,1.37428772,103.87967855,530938.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,938,HOUGANG ST 92,4 ROOM,MODEL A,1,3,101,1998,82,Hougang MRT Station,1451.859628193,10576.668321253,ANG MO KIO,PAP,380000,446817
2015,3,1.37386961,103.880562715,530943.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,943,HOUGANG ST 92,4 ROOM,MODEL A,1,3,102,1998,82,Hougang MRT Station,1345.699764443,10562.476638576,ANG MO KIO,PAP,355000,417421
2015,3,1.373958248,103.879695216,530939.0,NORTH-EAST REGION,HOUGANG,TRAFALGAR,939,HOUGANG ST 92,4 ROOM,MODEL A,1,3,101,1998,82,Hougang MRT Station,1442.168563959,10542.460489544,ANG MO KIO,PAP,380000,446817
2015,3,1.320765433,103.748258627,600415.0,WEST REGION,JURONG EAST,TEBAN GARDENS,415,PANDAN GDNS,3 ROOM,IMPROVED,1,3,74,1982,66,Jurong East MRT Station,1543.076440608,12204.237131772,WEST COAST,PAP,265000,311596
2015,3,1.320755478,103.749519686,600402.0,WEST REGION,JURONG EAST,TEBAN GARDENS,402,PANDAN GDNS,4 ROOM,NEW GENERATION,4,6,97,1978,62,Jurong East MRT Station,1610.75436619,12072.078827775,WEST COAST,PAP,381000,447993
2015,3,1.319510102,103.747947224,600413.0,WEST REGION,JURONG EAST,TEBAN GARDENS,413,PANDAN GDNS,5 ROOM,STANDARD,25,27,117,1979,63,Jurong East MRT Station,1655.019778274,12190.138931109,WEST COAST,PAP,500000,587917
2015,3,1.319022393,103.746691863,600411.0,WEST REGION,JURONG EAST,TEBAN GARDENS,411,PANDAN GDNS,3 ROOM,IMPROVED,10,12,86,1979,63,Jurong East MRT Station,1657.036029605,12304.489903116,WEST COAST,PAP,320000,376267
2015,3,1.321368811,103.742845115,600039.0,WEST REGION,JURONG EAST,TEBAN GARDENS,39,TEBAN GDNS RD,3 ROOM,IMPROVED,1,3,67,1966,50,Jurong East MRT Station,1320.985847162,12793.977657878,WEST COAST,PAP,260000,305717
2015,3,1.337890377,103.742428066,600207.0,WEST REGION,JURONG EAST,TOH GUAN,207,JURONG EAST ST 21,4 ROOM,NEW GENERATION,4,6,95,1983,67,Jurong East MRT Station,509.041377555,13551.61952868,JURONG,PAP,488000,573807
2015,3,1.341866529,103.745035226,600268.0,WEST REGION,JURONG EAST,TOH GUAN,268,TOH GUAN RD,4 ROOM,MODEL A,7,9,101,1999,83,Bukit Batok MRT Station,925.448260007,13499.240919339,JURONG,PAP,483000,567928
2015,3,1.340960547,103.747453693,600276.0,WEST REGION,JURONG EAST,TOH GUAN,276,TOH GUAN RD,5 ROOM,IMPROVED,10,12,121,1998,82,Bukit Batok MRT Station,910.200514402,13215.208747045,JURONG,PAP,605000,711380
2015,3,1.336096579,103.738219192,600102.0,WEST REGION,JURONG EAST,YUHUA EAST,102,JURONG EAST ST 13,3 ROOM,NEW GENERATION,4,6,68,1982,66,Jurong East MRT Station,536.385457544,13886.984960658,YUHUA,PAP,346000,406839
2015,3,1.337011008,103.738787314,600101.0,WEST REGION,JURONG EAST,YUHUA EAST,101,JURONG EAST ST 13,3 ROOM,NEW GENERATION,10,12,68,1983,67,Jurong East MRT Station,556.060626006,13872.938328797,YUHUA,PAP,362000,425652
2015,3,1.338870882,103.736218506,600110.0,WEST REGION,JURONG EAST,YUHUA EAST,110,JURONG EAST ST 13,3 ROOM,NEW GENERATION,10,12,68,1982,66,Chinese Garden MRT Station,535.511526098,14219.642422632,YUHUA,PAP,335000,393904
2015,3,1.340607509,103.737453993,601219.0,WEST REGION,JURONG EAST,YUHUA EAST,219A,JURONG EAST ST 21,5 ROOM,IMPROVED,16,18,118,1985,69,Chinese Garden MRT Station,552.184354268,14181.13355559,YUHUA,PAP,616000,724314
2015,3,1.339094014,103.74039198,600212.0,WEST REGION,JURONG EAST,YUHUA EAST,212,JURONG EAST ST 21,5 ROOM,IMPROVED,13,15,120,1982,66,Jurong East MRT Station,670.528495451,13813.836276178,YUHUA,PAP,558888,657160
2015,3,1.341404713,103.735843456,600226.0,WEST REGION,JURONG EAST,YUHUA EAST,226,JURONG EAST ST 21,5 ROOM,IMPROVED,7,9,120,1982,66,Chinese Garden MRT Station,354.801233553,14380.865547514,YUHUA,PAP,520000,611434
2015,3,1.341830557,103.738020275,600229.0,WEST REGION,JURONG EAST,YUHUA EAST,229,JURONG EAST ST 21,3 ROOM,NEW GENERATION,4,6,67,1981,65,Chinese Garden MRT Station,586.469667003,14186.355533158,YUHUA,PAP,315000,370388
2015,3,1.339967623,103.738041057,600217.0,WEST REGION,JURONG EAST,YUHUA EAST,217,JURONG EAST ST 21,4 ROOM,NEW GENERATION,1,3,92,1985,69,Chinese Garden MRT Station,638.723661858,14091.021027923,YUHUA,PAP,400000,470334
2015,3,1.343188358,103.736785754,600253.0,WEST REGION,JURONG EAST,YUHUA EAST,253,JURONG EAST ST 24,3 ROOM,NEW GENERATION,4,6,67,1985,69,Chinese Garden MRT Station,459.291443278,14377.465776749,YUHUA,PAP,315000,370388
2015,3,1.343020267,103.738115505,600252.0,WEST REGION,JURONG EAST,YUHUA EAST,252,JURONG EAST ST 24,3 ROOM,NEW GENERATION,1,3,68,1985,69,Chinese Garden MRT Station,601.416540513,14237.778795425,YUHUA,PAP,280000,329234
2015,3,1.343165856,103.739676492,600251.0,WEST REGION,JURONG EAST,YUHUA EAST,251,JURONG EAST ST 24,4 ROOM,NEW GENERATION,1,3,93,1982,66,Chinese Garden MRT Station,775.708426547,14091.909242982,YUHUA,PAP,350000,411542
2015,3,1.342064065,103.743306656,600243.0,WEST REGION,JURONG EAST,YUHUA EAST,243,JURONG EAST ST 24,3 ROOM,NEW GENERATION,10,12,67,1983,67,Jurong East MRT Station,978.081293792,13678.503048508,YUHUA,PAP,285000,335113
2015,3,1.343188358,103.736785754,600253.0,WEST REGION,JURONG EAST,YUHUA EAST,253,JURONG EAST ST 24,3 ROOM,NEW GENERATION,4,6,67,1985,69,Chinese Garden MRT Station,459.291443278,14377.465776749,YUHUA,PAP,286000,336289
2015,3,1.342653278,103.739976995,600250.0,WEST REGION,JURONG EAST,YUHUA EAST,250,JURONG EAST ST 24,3 ROOM,NEW GENERATION,1,3,82,1986,70,Chinese Garden MRT Station,803.707788636,14035.712370106,YUHUA,PAP,312000,366860
2015,3,1.350826504,103.730420093,600331.0,WEST REGION,JURONG EAST,YUHUA WEST,331,JURONG EAST AVE 1,5 ROOM,MODEL A,1,3,131,1985,69,Chinese Garden MRT Station,984.18204256,15402.120178104,JURONG,PAP,500000,587917
2015,3,1.349207558,103.731256053,600341.0,WEST REGION,JURONG EAST,YUHUA WEST,341,JURONG EAST AVE 1,3 ROOM,MODEL A,1,3,74,1983,67,Chinese Garden MRT Station,788.029411722,15234.099959804,JURONG,PAP,309000,363333
2015,3,1.350826504,103.730420093,600331.0,WEST REGION,JURONG EAST,YUHUA WEST,331,JURONG EAST AVE 1,5 ROOM,MODEL A,10,12,131,1985,69,Chinese Garden MRT Station,984.18204256,15402.120178104,JURONG,PAP,518000,609082
2015,3,1.350826504,103.730420093,600331.0,WEST REGION,JURONG EAST,YUHUA WEST,331,JURONG EAST AVE 1,5 ROOM,MODEL A,7,9,134,1985,69,Chinese Garden MRT Station,984.18204256,15402.120178104,JURONG,PAP,470000,552642
2015,3,1.346006527,103.732079814,600316.0,WEST REGION,JURONG EAST,YUHUA WEST,316,JURONG EAST ST 32,4 ROOM,MODEL A,7,9,112,1984,68,Chinese Garden MRT Station,422.90038299,14985.98189562,JURONG,PAP,445000,523246
2015,3,1.345727283,103.711027373,640186.0,WEST REGION,JURONG WEST,BOON LAY PLACE,186,BOON LAY AVE,3 ROOM,IMPROVED,10,12,59,1975,59,Boon Lay MRT Station,978.454938465,17082.509204904,WEST COAST,PAP,245000,288079
2015,3,1.345727283,103.711027373,640186.0,WEST REGION,JURONG WEST,BOON LAY PLACE,186,BOON LAY AVE,3 ROOM,IMPROVED,19,21,59,1975,59,Boon Lay MRT Station,978.454938465,17082.509204904,WEST COAST,PAP,261000,306893
2015,3,1.346405382,103.710777113,640185.0,WEST REGION,JURONG WEST,BOON LAY PLACE,185,BOON LAY AVE,3 ROOM,IMPROVED,7,9,59,1975,59,Boon Lay MRT Station,1025.371532232,17138.499770318,WEST COAST,PAP,258000,303365
2015,3,1.34644748,103.706946815,640267.0,WEST REGION,JURONG WEST,BOON LAY PLACE,267,BOON LAY DR,5 ROOM,IMPROVED,4,6,121,1998,82,Boon Lay MRT Station,882.927073881,17530.204832104,WEST COAST,PAP,445000,523246
2015,3,1.348241225,103.714097884,640211.0,WEST REGION,JURONG WEST,BOON LAY PLACE,211,BOON LAY PL,3 ROOM,IMPROVED,19,21,65,1976,60,Lakeside MRT Station,880.473301986,16887.656931437,WEST COAST,PAP,291800,343108
2015,3,1.348241225,103.714097884,640211.0,WEST REGION,JURONG WEST,BOON LAY PLACE,211,BOON LAY PL,3 ROOM,IMPROVED,1,3,65,1976,60,Lakeside MRT Station,880.473301986,16887.656931437,WEST COAST,PAP,262000,308069
2015,3,1.348241225,103.714097884,640211.0,WEST REGION,JURONG WEST,BOON LAY PLACE,211,BOON LAY PL,3 ROOM,IMPROVED,10,12,65,1976,60,Lakeside MRT Station,880.473301986,16887.656931437,WEST COAST,PAP,288000,338640
2015,3,1.351042998,103.715983003,640541.0,WEST REGION,JURONG WEST,HONG KAH,541,JURONG WEST AVE 1,4 ROOM,MODEL A,4,6,103,1984,68,Lakeside MRT Station,931.737664201,16834.362225044,JURONG,PAP,385000,452696
2015,3,1.348725116,103.727243151,640487.0,WEST REGION,JURONG WEST,HONG KAH,487,JURONG WEST AVE 1,3 ROOM,MODEL A,1,3,73,1984,68,Lakeside MRT Station,857.035285044,15602.303879047,JURONG,PAP,289000,339816
