year,town,avg_resale_price,median_resale_price,total_transactions,avg_floor_area,avg_remaining_lease,avg_mrt_distance,avg_cbd_distance
2008,JURONG EAST,313291.8660968661,294000.0,702,100.03561253561253,77.63247863247864,849.1314639673603,13876.612950790339
2008,JURONG WEST,285633.6516587678,288000.0,2110,100.81469194312797,82.8568720379147,761.6415920784654,17418.150121005776
2008,KALLANG/WHAMPOA,330399.6103896104,300500.0,770,84.73896103896104,73.58701298701298,497.5817836198839,4290.867782477016
2008,MARINE PARADE,416832.26,366500.0,250,88.556,66.456,1885.4006121290236,7192.76292069551
2008,PASIR RIS,377378.1052631579,360000.0,855,124.96374269005848,83.9672514619883,1099.461876912523,14822.21010050883
2008,PUNGGOL,369115.6526867628,373000.0,763,106.10615989515072,94.5045871559633,1676.6082145215728,14236.150964494347
2008,QUEENSTOWN,332894.22654462245,277000.0,874,74.66361556064074,68.33752860411899,473.3378832013355,6425.753623515192
2008,SEMBAWANG,329891.3143236074,327000.0,754,106.95623342175067,92.08355437665783,522.5289776682228,18924.26473753934
2008,SENGKANG,352660.3592727273,348000.0,1375,107.32654545454545,92.27709090909092,936.3148087293874,12898.253364990424
2008,SERANGOON,329047.6094003242,320000.0,617,100.42949756888169,79.09238249594813,1071.5415779997531,8896.745605526683
2008,TAMPINES,336206.7511591963,330000.0,1941,105.67542503863987,79.87120041215869,690.5596573541943,13245.329436976952
2008,TOA PAYOH,331451.96774193546,275000.0,961,85.12903225806451,72.06451612903226,637.953816924832,5979.693960115933
2008,WOODLANDS,289220.947003669,290000.0,2453,106.9649408887077,86.27639624949042,643.1208147217719,18482.444964938397
2008,YISHUN,246087.88965952082,230000.0,1586,91.8013871374527,77.71122320302648,710.501663898976,16080.425795595858
2009,ANG MO KIO,308129.4312541918,276000.0,1491,81.2394366197183,71.5700871898055,618.4130400929225,9749.829061734374
2009,BEDOK,312638.4481026786,286000.0,1792,88.6328125,72.77678571428571,750.5401092981745,10060.983367532943
2009,BISHAN,430943.9044117647,428000.0,680,104.85147058823529,78.46764705882353,686.632958152387,7765.98489650327
2009,BUKIT BATOK,324742.3664122137,310000.0,1441,93.97501734906315,79.48091603053435,659.4339265187978,13667.077878088292
2009,BUKIT MERAH,389271.3842676311,367500.0,1106,84.04792043399638,74.22965641952983,661.9594525176359,3354.4884382047076
2009,BUKIT PANJANG,332132.0639229422,330000.0,1142,105.59719789842381,86.58143607705779,948.7097428214831,14460.529559805975
2009,BUKIT TIMAH,472750.88372093026,449500.0,86,106.8953488372093,72.96511627906976,329.27893909857744,8876.079013825149
2009,CENTRAL AREA,355189.97044334974,335000.0,203,73.5615763546798,70.45320197044335,314.73779364401355,1794.8990507940994
2009,CHOA CHU KANG,336409.72277227725,335000.0,1515,110.99075907590759,85.95511551155116,683.3435288814541,16650.181375404936
2009,CLEMENTI,335858.51550387597,300000.0,774,83.63178294573643,71.2312661498708,730.2339940271185,10122.327147690681
2009,GEYLANG,305069.36352657,266900.0,828,80.09057971014492,69.7463768115942,419.89071701073226,6149.625901244176
2009,HOUGANG,328335.4013994911,323094.0,1572,101.43829516539441,80.27862595419847,886.422681378575,10500.382915238328
2009,JURONG EAST,334341.4258241758,313000.0,728,98.36950549450549,76.63186813186813,863.0956736575156,13810.239036649247
2009,JURONG WEST,320313.9063383125,325000.0,2477,101.78643520387566,82.33064190553088,768.0978886967623,17487.300188044053
2009,KALLANG/WHAMPOA,350024.40715883666,311250.0,894,83.7751677852349,72.55257270693512,492.52590354564455,4348.051517831763
2009,MARINE PARADE,400702.8416666667,357000.0,240,82.85416666666667,65.38333333333334,1876.1845831562248,7215.728704476672
2009,PASIR RIS,382558.2228412256,370000.0,1077,121.12627669452182,82.47260909935005,1223.00262754787,15031.966709625602
2009,PUNGGOL,384363.2735655738,385000.0,976,107.35860655737704,93.57581967213115,1681.5599676276488,14235.47853725708
2009,QUEENSTOWN,357131.1460674157,301500.0,890,75.82359550561797,68.72022471910113,484.436677299939,6382.284134738688
2009,SEMBAWANG,349511.0616740088,347000.0,908,107.00991189427313,91.06277533039648,496.6160304292315,18887.452302662692
2009,SENGKANG,371362.70505287894,367000.0,1702,107.5716803760282,91.50822561692127,977.106696133461,12842.2644665038
2009,SERANGOON,349469.4918032787,335000.0,671,99.21758569299553,78.09538002980626,1092.0579922414174,8948.186700011198
2009,TAMPINES,352041.8671264368,350000.0,2175,104.5567816091954,78.79172413793104,699.1882130102592,13208.983358218542
2009,TOA PAYOH,341891.55303030304,288000.0,924,84.22727272727273,70.22727272727273,636.1157066179751,6002.5661050407625
