Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024,Closest Pri Sch Dist,Closest Pri Sch
2016,1,1.369410498,103.846059822,562700.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,700B,ANG MO KIO AVE 6,5 ROOM,IMPROVED,13,15,111,2003,86,Ang Mo Kio MRT Station,393.576327747,9572.610257954,ANG MO KIO,PAP,830000,981134,674.4280011561735,TECK GHEE PRIMARY SCHOOL
2016,1,1.369441594,103.846488239,563700.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,700C,ANG MO KIO AVE 6,4 ROOM,MODEL A,19,21,85,2003,86,Ang Mo Kio MRT Station,345.928994678,9573.256952548,ANG MO KIO,PAP,628000,742352,641.5503416985852,TECK GHEE PRIMARY SCHOOL
2016,1,1.372655163,103.846063282,560727.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,727,ANG MO KIO AVE 6,3 ROOM,NEW GENERATION,1,3,67,1980,63,Ang Mo Kio MRT Station,491.812082081,9930.723780817,ANG MO KIO,PAP,325000,384179,551.8763143634492,MAYFLOWER PRIMARY SCHOOL
2016,1,1.370816268,103.859192334,560560.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,560,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,67,1980,63,Ang Mo Kio MRT Station,1076.614984799,9749.916280701,ANG MO KIO,PAP,280000,330985,848.9604829313618,JING SHAN PRIMARY SCHOOL
2016,1,1.370816268,103.859192334,560560.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,560,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,92,1980,63,Ang Mo Kio MRT Station,1076.614984799,9749.916280701,ANG MO KIO,PAP,425000,502388,848.9604829313618,JING SHAN PRIMARY SCHOOL
2016,1,1.373922392,103.855621371,560541.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,541,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1981,64,Ang Mo Kio MRT Station,806.17649897,10065.227933842,ANG MO KIO,PAP,342000,404274,469.4208847499796,JING SHAN PRIMARY SCHOOL
2016,1,1.372601579,103.857234142,560553.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,553,ANG MO KIO AVE 10,5 ROOM,IMPROVED,13,15,119,1980,63,Ang Mo Kio MRT Station,903.783885218,9929.668925566,ANG MO KIO,PAP,647000,764812,615.2118577754337,JING SHAN PRIMARY SCHOOL
2016,1,1.37071308,103.853497803,560584.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,584,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,7,9,91,1979,62,Ang Mo Kio MRT Station,446.849668562,9701.946201175,ANG MO KIO,PAP,510000,602865,266.9785163746364,JING SHAN PRIMARY SCHOOL
2016,1,1.37030353,103.853455898,560586.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,586,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,10,12,67,1979,62,Ang Mo Kio MRT Station,435.71078164,9656.557687986,ANG MO KIO,PAP,370000,437373,296.0619200238978,JING SHAN PRIMARY SCHOOL
2016,1,1.375593367,103.853347801,560538.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,538,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,4,6,68,1980,63,Ang Mo Kio MRT Station,754.742606156,10241.035924884,ANG MO KIO,PAP,288000,340442,404.5014712674161,JING SHAN PRIMARY SCHOOL
