Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024,Closest Pri Sch Dist,Closest Pri Sch
2018,1,1.373164786,103.857411831,560549.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,549,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,82,1981,62,Ang Mo Kio MRT Station,944.264012411,9993.134995699,ANG MO KIO,PAP,360000,421264,640.9749733489447,JING SHAN PRIMARY SCHOOL
2018,1,1.371625702,103.857736108,560557.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,557,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1980,61,Ang Mo Kio MRT Station,929.164159258,9825.917255448,ANG MO KIO,PAP,265000,310097,674.7810239964701,JING SHAN PRIMARY SCHOOL
2018,1,1.370998107,103.857856392,560559.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,559,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1980,61,Ang Mo Kio MRT Station,930.981755196,9757.698783442,ANG MO KIO,PAP,242000,283183,699.3004486573835,JING SHAN PRIMARY SCHOOL
2018,1,1.371402396,103.854845849,560576.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,576,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,13,15,82,1980,61,Ang Mo Kio MRT Station,610.486307016,9783.045630751,ANG MO KIO,PAP,365000,427115,363.3254490937007,JING SHAN PRIMARY SCHOOL
2018,1,1.370816268,103.859192334,560560.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,560,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,82,1980,61,Ang Mo Kio MRT Station,1076.614984799,9749.916280701,ANG MO KIO,PAP,295000,345203,848.9604829313618,JING SHAN PRIMARY SCHOOL
2018,1,1.375374291,103.854258752,560539.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,539,ANG MO KIO AVE 10,5 ROOM,IMPROVED,4,6,118,1980,61,Ang Mo Kio MRT Station,797.300397317,10219.58167384,ANG MO KIO,PAP,530000,620195,440.3126797702645,JING SHAN PRIMARY SCHOOL
2018,1,1.372601579,103.857234142,560553.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,553,ANG MO KIO AVE 10,5 ROOM,IMPROVED,22,24,119,1980,61,Ang Mo Kio MRT Station,903.783885218,9929.668925566,ANG MO KIO,PAP,630000,737213,615.2118577754337,JING SHAN PRIMARY SCHOOL
2018,1,1.375461631,103.848942048,560503.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,503,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,1,3,68,1981,62,Ang Mo Kio MRT Station,615.176699818,10227.300314502,ANG MO KIO,PAP,260000,304247,463.9838435730573,JING SHAN PRIMARY SCHOOL
2018,1,1.374169237,103.85300192,560533.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,533,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,10,12,67,1980,61,Ang Mo Kio MRT Station,605.243363438,10082.805989565,ANG MO KIO,PAP,305000,356905,249.2259142355021,JING SHAN PRIMARY SCHOOL
2018,1,1.37485973,103.850224901,560505.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,505,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,4,6,68,1980,61,Ang Mo Kio MRT Station,549.820218075,10158.082689088,ANG MO KIO,PAP,298000,348713,325.42202847927047,JING SHAN PRIMARY SCHOOL
2018,1,1.374825895,103.84895609,560504.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,504,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,1,3,68,1980,61,Ang Mo Kio MRT Station,545.180111792,10156.986842886,ANG MO KIO,PAP,330000,386159,412.9379879899421,JING SHAN PRIMARY SCHOOL
2018,1,1.372736969,103.850194855,560513.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,513,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,4,6,67,1984,65,Ang Mo Kio MRT Station,318.06000666,9923.416114873,ANG MO KIO,PAP,340000,397861,174.9284207327902,JING SHAN PRIMARY SCHOOL
2018,1,1.371975713,103.853150895,562588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588B,ANG MO KIO ST 52,5 ROOM,DBSS,28,30,120,2011,92,Ang Mo Kio MRT Station,459.232276375,9840.634130293,ANG MO KIO,PAP,875000,1023907,164.66792848193802,JING SHAN PRIMARY SCHOOL
2018,1,1.371754007,103.853883309,564588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588D,ANG MO KIO ST 52,5 ROOM,DBSS,4,6,112,2011,92,Ang Mo Kio MRT Station,521.769783511,9818.173044768,ANG MO KIO,PAP,608000,711469,249.6999664927844,JING SHAN PRIMARY SCHOOL
2018,1,1.37183157,103.853670978,563588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588C,ANG MO KIO ST 52,5 ROOM,DBSS,19,21,117,2011,92,Ang Mo Kio MRT Station,503.568947581,9826.082996078,ANG MO KIO,PAP,873388,1022020,224.6799687481998,JING SHAN PRIMARY SCHOOL
2018,1,1.372076889,103.852786139,561588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588A,ANG MO KIO ST 52,5 ROOM,DBSS,22,24,120,2011,92,Ang Mo Kio MRT Station,430.419087239,9851.054067253,ANG MO KIO,PAP,880000,1029758,122.58938009070549,JING SHAN PRIMARY SCHOOL
2018,1,1.363053809,103.856846003,560473.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,473,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1984,65,Ang Mo Kio MRT Station,1111.935836991,8873.431388261,ANG MO KIO,PAP,328000,383819,440.3562472385924,TOWNSVILLE PRIMARY SCHOOL
2018,1,1.365653269,103.855232195,560442.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,442,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,82,1979,60,Ang Mo Kio MRT Station,789.096225806,9149.845414865,ANG MO KIO,PAP,348000,407222,511.8914421145061,TECK GHEE PRIMARY SCHOOL
2018,1,1.361579127,103.853805387,560405.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,405,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,82,1979,60,Ang Mo Kio MRT Station,1037.624243754,8693.349123658,ANG MO KIO,PAP,330000,386159,157.9299243819608,TOWNSVILLE PRIMARY SCHOOL
2018,1,1.366427898,103.854311491,560440.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,440,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,82,1979,60,Ang Mo Kio MRT Station,655.773912775,9231.114993064,ANG MO KIO,PAP,360000,421264,423.81886449796355,TECK GHEE PRIMARY SCHOOL
2018,1,1.367527763,103.857409587,560461.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,461,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,68,1980,61,Ang Mo Kio MRT Station,913.351514086,9371.345250978,ANG MO KIO,PAP,255000,298396,788.917058205251,TECK GHEE PRIMARY SCHOOL
