Year,Region,Gender,Category,Attribute,Value
1/1/2020,CENTRAL REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,2212
1/1/2020,EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,8590
1/1/2000,CENTRAL REGION,,household_structure,tfn_1to2_gen,3750
1/1/2010,EAST REGION,male,age_group,age_65_69,8960
1/1/2010,NORTH REGION,,industry,others,3415
1/1/2015,WEST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2015,EAST REGION,,income_from_work,sgd_11000_to_11999,6800
1/1/2015,NORTH REGION,,dwelling_type_household,hdb_3_room_flats,20900
1/1/2000,EAST REGION,,household_size,person_more_8,2912
1/1/2000,WEST REGION,,income_from_work,total,352224
1/1/2020,NORTH-EAST REGION,,household_structure,ofn_1_gen,47792
1/1/2000,NORTH REGION,,language_literate,l3_other_three,1216
1/1/2015,EAST REGION,,income_from_work,sgd_8000_over,
1/1/2020,CENTRAL REGION,,tenancy,tenant,64800
1/1/2015,NORTH REGION,,language_spoken_at_home,mandarin,201900
1/1/2020,CENTRAL REGION,,household_size,person4,55557
1/1/2010,EAST REGION,male,age_group,age_60_64,17430
1/1/2010,NORTH-EAST REGION,,industry,other_services_industries,0
1/1/2020,NORTH-EAST REGION,,tenancy,tenant,25011
1/1/2010,WEST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2015,CENTRAL REGION,,industry,manufacturing,36900
1/1/2015,EAST REGION,,mode_of_transport_work,mrt_car,0
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,eng_mly,0
1/1/2015,CENTRAL REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2010,NORTH REGION,,household_income,sgd_8000_over,
1/1/2020,NORTH-EAST REGION,male,age_group,age_85_over,3790
1/1/2015,EAST REGION,,dwelling_type_population,landed_properties,57680
1/1/2015,NORTH-EAST REGION,,income_from_work,below_sgd_1000,35500
1/1/2015,WEST REGION,,education_attending,post_secondary,14800
1/1/2015,NORTH REGION,female,age_group,age_35_39,21490
1/1/2010,WEST REGION,male,age_group,age_5_9,28200
1/1/2015,CENTRAL REGION,female,ethnic_distribution,indian,42480
1/1/2010,WEST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2000,NORTH-EAST REGION,,industry,arts_entertainment_recreation,0
1/1/2010,NORTH-EAST REGION,female,age_group,age_60_64,19700
1/1/2010,WEST REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2010,EAST REGION,,household_size,person4,48436
1/1/2010,CENTRAL REGION,,religion,taoism,77844
1/1/2000,NORTH REGION,male,age_group,age_45_49,14670
1/1/2020,NORTH REGION,,dwelling_type_population,hdb_5_room_and_executive_flats,186950
1/1/2015,NORTH-EAST REGION,,dwelling_type_household,condominiums_and_other_apartments,23900
1/1/2000,NORTH REGION,,income_from_work,sgd_4000_to_4999,13204
1/1/2015,CENTRAL REGION,,mode_of_transport_school,others,800
1/1/2000,NORTH REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2020,CENTRAL REGION,,household_income,sgd_6000_to_6999,12598
1/1/2020,EAST REGION,female,economic_status,inactive,123906
1/1/2000,NORTH REGION,,household_income,sgd_2000_to_2999,18106
1/1/2010,NORTH-EAST REGION,,tenancy,tenant,17310
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2010,NORTH REGION,,language_literate,,
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2020,WEST REGION,,household_income,sgd_1000_to_1999,14805
1/1/2020,WEST REGION,,language_spoken_at_home,chinese_dialects,19647
1/1/2020,WEST REGION,,income_from_work,sgd_7000_to_7999,27753
1/1/2000,WEST REGION,,religion,other_religions,1258
1/1/2015,EAST REGION,female,ethnic_distribution,indian,28740
1/1/2000,WEST REGION,female,age_group,age_35_39,37310
1/1/2015,NORTH REGION,,household_income,sgd_8000_to_8999,11100
1/1/2010,CENTRAL REGION,,household_size,person4,58118
1/1/2000,NORTH REGION,,dwelling_type_household,hdb_5_room_and_executive_flats,36270
1/1/2000,WEST REGION,,industry,real_estate_services,0
1/1/2000,NORTH REGION,,education_attending,post_secondary,4536
1/1/2010,NORTH-EAST REGION,male,marital_status,married,188429
1/1/2015,WEST REGION,,religion,other_christians,76500
1/1/2000,CENTRAL REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2015,NORTH REGION,,household_size,person7,
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_6000_over,30838
1/1/2020,EAST REGION,,language_spoken_at_home,mand_oth_lang,645
1/1/2000,EAST REGION,,dwelling_type_population,landed_properties,57720
1/1/2010,CENTRAL REGION,male,age_group,age_85_over,4180
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2020,WEST REGION,,industry,health_social_services,31175
1/1/2015,NORTH REGION,,mode_of_transport_school,mrt_bus,27200
1/1/2000,WEST REGION,male,marital_status,married,185287
1/1/2010,NORTH REGION,male,age_group,age_70_74,3810
1/1/2000,NORTH-EAST REGION,,language_literate,l2_eng_tam,10642
1/1/2010,NORTH REGION,,dwelling_type_household,hdb_1_and_2_room_flats,1748
1/1/2010,EAST REGION,,income_from_work,sgd_6000_over,
1/1/2000,WEST REGION,,household_income,sgd_8000_over,37304
1/1/2000,NORTH REGION,,language_spoken_at_home,eng_oth_ind_lang,0
1/1/2020,NORTH REGION,,income_from_work,sgd_1500_to_1999,0
1/1/2020,EAST REGION,female,age_group,total,351150
1/1/2010,EAST REGION,male,ethnic_distribution,,
1/1/2020,WEST REGION,,household_income,sgd_17500_to_19999,12188
1/1/2000,NORTH-EAST REGION,female,economic_status,employed,105076
1/1/2015,WEST REGION,female,age_group,age_5_9,23580
1/1/2015,CENTRAL REGION,,mode_of_transport_school,motorcycle_scooter,0
1/1/2000,WEST REGION,,industry,accommodation_food_services,0
1/1/2000,EAST REGION,,income_from_work,sgd_12000_over,
1/1/2010,WEST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2020,CENTRAL REGION,,tenancy,owner,267720
1/1/2020,EAST REGION,,mode_of_transport_work,mrt_lrt_only,45323
1/1/2000,NORTH REGION,,mode_of_transport_school,car,3930
1/1/2015,WEST REGION,,language_literate,no_literate,23200
1/1/2015,EAST REGION,,language_literate,l2_eng_non_off,12200
1/1/2010,EAST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2020,WEST REGION,female,ethnic_distribution,chinese,336690
1/1/2020,CENTRAL REGION,,household_income,sgd_14000_to_14999,6931
1/1/2015,NORTH REGION,,language_literate,l1_tam,1000
1/1/2000,NORTH REGION,female,age_group,age_55_59,5670
1/1/2000,WEST REGION,,language_spoken_at_home,tamil,23730
1/1/2020,WEST REGION,,household_income,sgd_12000_to_12999,10310
1/1/2010,NORTH REGION,,language_spoken_at_home,others,4754
1/1/2020,WEST REGION,female,ethnic_distribution,others,13320
1/1/2020,NORTH-EAST REGION,,dwelling_type_household,hdb_3_room_flats,48868
1/1/2000,EAST REGION,female,age_group,age_15_19,21110
1/1/2000,EAST REGION,male,age_group,age_80_84,1450
1/1/2010,WEST REGION,,religion,islam,126452
1/1/2010,CENTRAL REGION,,household_size,person2,72611
1/1/2000,EAST REGION,,religion,no_religion,66963
1/1/2020,NORTH-EAST REGION,,dwelling_type_household,others,561
1/1/2020,EAST REGION,male,age_group,age_10_14,16730
1/1/2015,NORTH REGION,female,age_group,age_25_29,20270
1/1/2000,EAST REGION,,household_income,sgd_6000_to_6999,12781
1/1/2015,NORTH-EAST REGION,,language_literate,l2_eng_tam,25300
1/1/2000,CENTRAL REGION,female,economic_status,inactive,182122
1/1/2010,NORTH REGION,,income_from_work,below_sgd_1000,28551
1/1/2020,WEST REGION,male,age_group,age_0_4,20450
1/1/2000,NORTH-EAST REGION,female,age_group,age_80_84,2330
1/1/2010,EAST REGION,,household_structure,three_more_fam_nucleus,585
1/1/2000,EAST REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,mly_oth_lang,469
1/1/2010,EAST REGION,female,age_group,age_70_74,8360
1/1/2020,NORTH REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,6811
1/1/2010,WEST REGION,,income_from_work,sgd_6000_to_6999,23776
1/1/2020,NORTH REGION,,dwelling_type_household,others,313
1/1/2020,CENTRAL REGION,,language_spoken_at_home,tml_oth_lang,709
1/1/2010,NORTH-EAST REGION,female,ethnic_distribution,indian,30290
1/1/2020,CENTRAL REGION,,language_literate,l1_tam,2698
1/1/2020,CENTRAL REGION,male,age_group,age_30_34,29020
1/1/2015,WEST REGION,,dwelling_type_population,landed_properties,21590
1/1/2015,WEST REGION,,mode_of_transport_work,mrt_car,0
1/1/2000,NORTH REGION,male,ethnic_distribution,,
1/1/2010,CENTRAL REGION,,household_income,sgd_10000_to_10999,
1/1/2015,EAST REGION,,household_income,sgd_20000_over,28400
1/1/2015,CENTRAL REGION,male,marital_status,single,120500
1/1/2000,CENTRAL REGION,female,age_group,age_10_14,25530
1/1/2015,CENTRAL REGION,,language_spoken_at_home,eng_mand,0
1/1/2015,EAST REGION,,household_income,total,212700
1/1/2010,NORTH REGION,,mode_of_transport_school,motorcycle_scooter,575
1/1/2010,NORTH-EAST REGION,male,marital_status,widowed,4779
1/1/2015,NORTH REGION,female,marital_status,divorced,12500
1/1/2020,WEST REGION,male,age_group,age_25_29,35090
1/1/2000,NORTH REGION,,household_income,sgd_13000_to_13999,
1/1/2015,NORTH REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2020,NORTH REGION,female,age_group,age_80_84,3520
1/1/2015,CENTRAL REGION,male,ethnic_distribution,others,19890
1/1/2015,EAST REGION,female,age_group,age_20_24,26620
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,mrt_car,0
1/1/2020,NORTH REGION,,education_attending,university,12763
1/1/2000,WEST REGION,female,marital_status,single,75835
1/1/2015,WEST REGION,,mode_of_transport_work,motorcycle_scooter,19400
1/1/2020,NORTH REGION,male,age_group,age_15_19,18130
1/1/2015,NORTH REGION,,household_income,sgd_7000_to_7999,10500
1/1/2010,EAST REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,0
1/1/2020,NORTH REGION,,mode_of_transport_school,mrt_car,0
1/1/2000,NORTH-EAST REGION,female,ethnic_distribution,,
1/1/2020,WEST REGION,,income_from_work,sgd_8000_to_8999,22605
1/1/2020,NORTH-EAST REGION,,language_literate,no_literate,22067
1/1/2000,EAST REGION,male,age_group,total,325920
1/1/2010,CENTRAL REGION,,language_spoken_at_home,malay,51260
1/1/2020,EAST REGION,,language_literate,l3_other_three,
1/1/2010,NORTH REGION,,mode_of_transport_work,lorry_pickup,7487
1/1/2010,CENTRAL REGION,female,age_group,age_75_79,13750
1/1/2000,WEST REGION,,language_spoken_at_home,tml_eng,0
1/1/2020,NORTH-EAST REGION,male,ethnic_distribution,chinese,361810
1/1/2020,NORTH REGION,,mode_of_transport_work,taxi,0
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,mrt_other,0
1/1/2010,NORTH REGION,,language_literate,l3_other_three,10644
1/1/2020,EAST REGION,,mode_of_transport_work,lorry_pickup,3606
1/1/2015,NORTH REGION,,education_attending,secondary,32000
1/1/2020,EAST REGION,male,marital_status,divorced,8471
1/1/2015,CENTRAL REGION,male,age_group,age_40_44,38460
1/1/2020,NORTH-EAST REGION,male,ethnic_distribution,malays,44190
1/1/2020,EAST REGION,,mode_of_transport_work,car,81976
1/1/2020,CENTRAL REGION,,language_literate,l3_eng_mal_tam,2937
1/1/2020,WEST REGION,,income_from_work,sgd_2000_to_2499,0
1/1/2015,NORTH-EAST REGION,,language_literate,l1_tam,1700
1/1/2000,EAST REGION,,language_literate,l3_other_three,3043
1/1/2015,CENTRAL REGION,,household_income,below_sgd_1000,8600
1/1/2015,CENTRAL REGION,female,marital_status,married,204100
1/1/2010,WEST REGION,male,age_group,age_40_44,38150
1/1/2015,EAST REGION,,dwelling_type_household,hdb_3_room_flats,35500
1/1/2015,NORTH REGION,,income_from_work,sgd_11000_to_11999,3000
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,motorcycle_scooter,0
1/1/2000,NORTH REGION,,household_size,person_more_8,1528
1/1/2020,CENTRAL REGION,,industry,transport_communications,
1/1/2000,NORTH-EAST REGION,female,ethnic_distribution,chinese,217317
1/1/2020,CENTRAL REGION,,household_size,person2,84030
1/1/2020,WEST REGION,,language_spoken_at_home,eng_mand,205318
1/1/2010,CENTRAL REGION,,dwelling_type_population,landed_properties,85320
1/1/2020,WEST REGION,male,age_group,age_75_79,8110
1/1/2020,NORTH REGION,,language_literate,l2_eng_tam,23808
1/1/2010,CENTRAL REGION,,language_spoken_at_home,mandarin,236712
1/1/2000,CENTRAL REGION,female,age_group,age_40_44,40750
1/1/2010,EAST REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2010,EAST REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2010,NORTH-EAST REGION,female,age_group,age_50_54,30480
1/1/2010,WEST REGION,,income_from_work,sgd_10000_to_10999,
1/1/2020,WEST REGION,male,marital_status,single,132501
1/1/2015,EAST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2000,CENTRAL REGION,,income_from_work,sgd_2500_to_2999,34988
1/1/2015,WEST REGION,male,ethnic_distribution,malays,72050
1/1/2015,EAST REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2010,EAST REGION,,household_size,person7,6667
1/1/2000,CENTRAL REGION,,religion,hinduism,30278
1/1/2020,WEST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,25173
1/1/2020,NORTH-EAST REGION,,household_income,sgd_12000_to_12999,10406
1/1/2020,CENTRAL REGION,,language_spoken_at_home,others,0
1/1/2000,NORTH REGION,,industry,wholesale_retail_trade,27769
1/1/2015,NORTH REGION,,household_structure,tfn_1to2_gen,
1/1/2000,WEST REGION,,household_structure,no_family_nucleus,19765
1/1/2010,NORTH-EAST REGION,female,ethnic_distribution,malays,30303
1/1/2015,CENTRAL REGION,,industry,business_services,0
1/1/2015,CENTRAL REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2010,WEST REGION,male,age_group,age_65_69,10630
1/1/2000,NORTH-EAST REGION,,household_structure,three_more_fam_nucleus,333
1/1/2015,CENTRAL REGION,,language_spoken_at_home,chinese_dialects,124300
1/1/2010,NORTH-EAST REGION,,religion,catholic_christian,52033
1/1/2010,CENTRAL REGION,male,economic_status,,
1/1/2020,EAST REGION,,education_attending,post_secondary,9240
1/1/2015,NORTH REGION,,income_from_work,sgd_1000_to_1499,28600
1/1/2010,NORTH-EAST REGION,female,age_group,age_15_19,24310
1/1/2015,EAST REGION,female,marital_status,widowed,26000
1/1/2015,WEST REGION,,household_size,person5,40000
1/1/2020,EAST REGION,,income_from_work,sgd_6000_to_6999,22278
1/1/2020,NORTH-EAST REGION,,household_income,sgd_15000_to_17499,18829
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2000,NORTH-EAST REGION,,household_income,sgd_6000_to_6999,9957
1/1/2015,EAST REGION,,religion,sikhism,2700
1/1/2000,EAST REGION,,language_spoken_at_home,mand_eng,0
1/1/2010,CENTRAL REGION,,mode_of_transport_work,mrt_car,3304
1/1/2015,EAST REGION,,dwelling_type_population,hdb_4_room_flats,216990
1/1/2015,EAST REGION,,household_income,sgd_15000_to_17499,11500
1/1/2015,CENTRAL REGION,,income_from_work,sgd_6000_to_6999,26000
1/1/2020,NORTH REGION,female,age_group,age_65_69,13240
1/1/2000,CENTRAL REGION,male,age_group,age_85_over,2740
1/1/2015,EAST REGION,male,age_group,age_50_54,29790
1/1/2010,EAST REGION,,household_size,person_more_8,3822
1/1/2010,NORTH-EAST REGION,,income_from_work,sgd_6000_over,
1/1/2015,NORTH REGION,,religion,hinduism,27700
1/1/2020,CENTRAL REGION,female,marital_status,widowed,42347
1/1/2020,WEST REGION,,dwelling_type_population,hdb_1_and_2_room_flats,26260
1/1/2015,NORTH REGION,,income_from_work,sgd_12000_14999,0
1/1/2010,NORTH-EAST REGION,,dwelling_type_population,condominiums_and_other_apartments,45970
1/1/2020,WEST REGION,,religion,hinduism,44803
1/1/2020,NORTH-EAST REGION,,industry,accommodation_food_services,30308
1/1/2020,CENTRAL REGION,,household_size,person5,34814
1/1/2000,NORTH-EAST REGION,male,age_group,total,282690
1/1/2020,NORTH REGION,,mode_of_transport_work,no_transport_required,31701
1/1/2010,WEST REGION,,industry,arts_entertainment_recreation,7562
1/1/2010,EAST REGION,male,ethnic_distribution,chinese,232036
1/1/2015,EAST REGION,,industry,transportation_storage,44100
1/1/2010,EAST REGION,,industry,,
1/1/2020,EAST REGION,,dwelling_type_household,landed_properties,14661
1/1/2020,CENTRAL REGION,,dwelling_type_household,hdb_4_room_flats,75695
1/1/2010,CENTRAL REGION,,household_income,sgd_3000_to_3999,21773
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2015,WEST REGION,,religion,catholic_christian,36600
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,bus,39300
1/1/2015,WEST REGION,,education_attending,polytechnic,21300
1/1/2000,WEST REGION,,industry,information_communications,0
1/1/2000,CENTRAL REGION,,language_literate,l2_eng_chi,250745
1/1/2010,CENTRAL REGION,,income_from_work,sgd_5000_to_5999,31945
1/1/2020,NORTH REGION,,household_structure,ofn_2_gen,102192
1/1/2000,NORTH REGION,,dwelling_type_population,hdb_1_and_2_room_flats,2150
1/1/2020,NORTH REGION,,household_size,person1,25718
1/1/2015,CENTRAL REGION,female,age_group,age_10_14,22270
1/1/2015,WEST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2000,NORTH REGION,,industry,hotels_restaurants,11607
1/1/2015,NORTH REGION,,mode_of_transport_school,mrt_other,0
1/1/2020,NORTH REGION,,dwelling_type_population,total_hdb,518350
1/1/2000,NORTH-EAST REGION,,household_income,total,155840
1/1/2000,NORTH REGION,,industry,other_comm_social_personal,0
1/1/2000,WEST REGION,female,age_group,total,368850
1/1/2000,CENTRAL REGION,,mode_of_transport_work,motorcycle_scooter,15123
1/1/2020,EAST REGION,,household_income,sgd_8000_over,0
1/1/2000,WEST REGION,,household_income,,
1/1/2020,CENTRAL REGION,,mode_of_transport_school,mrt_lrt_and_bus,30341
1/1/2015,NORTH REGION,,household_income,sgd_20000_over,9100
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_8000_over,
1/1/2015,EAST REGION,female,age_group,age_85_over,5110
1/1/2020,NORTH REGION,,religion,no_religion,81436
1/1/2015,CENTRAL REGION,,income_from_work,sgd_6000_over,
1/1/2020,NORTH-EAST REGION,,education_attending,polytechnic,16595
1/1/2020,WEST REGION,male,age_group,age_65_69,25830
1/1/2000,NORTH-EAST REGION,,household_income,sgd_1000_to_1999,19915
1/1/2000,CENTRAL REGION,female,age_group,age_50_54,34220
1/1/2000,EAST REGION,,industry,construction,15400
1/1/2010,CENTRAL REGION,,dwelling_type_population,condominiums_and_other_apartments,152390
1/1/2015,CENTRAL REGION,,language_spoken_at_home,english,329200
1/1/2020,CENTRAL REGION,,household_income,total,337452
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,mly_eng,0
1/1/2010,WEST REGION,,household_income,sgd_20000_over,
1/1/2015,WEST REGION,,household_size,person1,26400
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,eng_oth_lang,7891
1/1/2010,NORTH-EAST REGION,female,age_group,age_35_39,33760
1/1/2000,EAST REGION,female,age_group,age_70_74,6590
1/1/2015,EAST REGION,,mode_of_transport_school,mrt_car,0
1/1/2020,EAST REGION,,income_from_work,sgd_1000_to_1999,47266
1/1/2020,EAST REGION,,household_income,sgd_7000_to_7999,11156
1/1/2010,EAST REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2015,CENTRAL REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2010,NORTH REGION,,household_structure,three_more_fam_nucleus,571
1/1/2000,WEST REGION,,tenancy,others,1507
1/1/2010,NORTH REGION,female,age_group,age_70_74,4320
1/1/2020,EAST REGION,,dwelling_type_household,others,600
1/1/2000,WEST REGION,female,marital_status,married,185601
1/1/2000,NORTH REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2020,EAST REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,12330
1/1/2000,WEST REGION,,household_income,below_sgd_1000,16201
1/1/2010,NORTH-EAST REGION,,household_size,person4,55008
1/1/2020,CENTRAL REGION,male,ethnic_distribution,indian,41800
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,eng_tml,21666
1/1/2020,NORTH REGION,male,age_group,age_35_39,21530
1/1/2000,WEST REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2020,NORTH REGION,,income_from_work,sgd_6000_over,0
1/1/2015,WEST REGION,male,marital_status,widowed,6000
1/1/2010,NORTH REGION,,language_spoken_at_home,other_indian_languages,5157
1/1/2010,WEST REGION,,mode_of_transport_work,,
1/1/2020,EAST REGION,,language_literate,l1_non_off,716
