End of Period / SORA Value Date,Month,Day,Date,3-Month US$ SIBOR
2006,Sep,22,22-Sep-2006,5.37
2006,Sep,25,25-Sep-2006,5.37
2006,Sep,26,26-Sep-2006,5.36
2006,Sep,27,27-Sep-2006,5.37
2006,Sep,28,28-Sep-2006,5.37
2006,Sep,29,29-Sep-2006,5.37
2006,Oct,02,02-Oct-2006,5.37
2006,Oct,03,03-Oct-2006,5.37
2006,Oct,04,04-Oct-2006,5.37
2006,Oct,05,05-Oct-2006,5.37
2006,Oct,06,06-Oct-2006,5.37
2006,Oct,09,09-Oct-2006,5.37
2006,Oct,10,10-Oct-2006,5.37
2006,Oct,11,11-Oct-2006,5.38
2006,Oct,12,12-Oct-2006,5.38
2006,Oct,13,13-Oct-2006,5.38
2006,Oct,16,16-Oct-2006,5.38
2006,Oct,17,17-Oct-2006,5.38
2006,Oct,18,18-Oct-2006,5.37
2006,Oct,19,19-Oct-2006,5.37
2006,Oct,20,20-Oct-2006,5.38
2006,Oct,23,23-Oct-2006,5.38
2006,Oct,25,25-Oct-2006,5.38
2006,Oct,26,26-Oct-2006,5.38
2006,Oct,27,27-Oct-2006,5.38
2006,Oct,30,30-Oct-2006,5.37
2006,Oct,31,31-Oct-2006,5.38
2006,Nov,01,01-Nov-2006,5.37
2006,Nov,02,02-Nov-2006,5.37
2006,Nov,03,03-Nov-2006,5.37
2006,Nov,06,06-Nov-2006,5.38
2006,Nov,07,07-Nov-2006,5.38
2006,Nov,08,08-Nov-2006,5.38
2006,Nov,09,09-Nov-2006,5.38
2006,Nov,10,10-Nov-2006,5.38
2006,Nov,13,13-Nov-2006,5.38
2006,Nov,14,14-Nov-2006,5.38
2006,Nov,15,15-Nov-2006,5.38
2006,Nov,16,16-Nov-2006,5.38
2006,Nov,17,17-Nov-2006,5.38
2006,Nov,20,20-Nov-2006,5.37
2006,Nov,21,21-Nov-2006,5.37
2006,Nov,22,22-Nov-2006,5.37
2006,Nov,23,23-Nov-2006,5.37
2006,Nov,24,24-Nov-2006,5.37
2006,Nov,27,27-Nov-2006,5.37
2006,Nov,28,28-Nov-2006,5.37
2006,Nov,29,29-Nov-2006,5.37
2006,Nov,30,30-Nov-2006,5.37
2006,Dec,01,01-Dec-2006,5.37
2006,Dec,04,04-Dec-2006,5.35
2006,Dec,05,05-Dec-2006,5.35
2006,Dec,06,06-Dec-2006,5.35
2006,Dec,07,07-Dec-2006,5.36
2006,Dec,08,08-Dec-2006,5.35
2006,Dec,11,11-Dec-2006,5.36
2006,Dec,12,12-Dec-2006,5.37
2006,Dec,13,13-Dec-2006,5.37
2006,Dec,14,14-Dec-2006,5.37
2006,Dec,15,15-Dec-2006,5.37
2006,Dec,18,18-Dec-2006,5.37
2006,Dec,19,19-Dec-2006,5.37
2006,Dec,20,20-Dec-2006,5.37
2006,Dec,21,21-Dec-2006,5.37
2006,Dec,22,22-Dec-2006,5.37
2006,Dec,26,26-Dec-2006,5.37
2006,Dec,27,27-Dec-2006,5.37
2006,Dec,28,28-Dec-2006,5.37
2006,Dec,29,29-Dec-2006,5.36
2007,Jan,03,03-Jan-2007,5.36
2007,Jan,04,04-Jan-2007,5.36
2007,Jan,05,05-Jan-2007,5.36
2007,Jan,08,08-Jan-2007,5.36
2007,Jan,09,09-Jan-2007,5.36
2007,Jan,10,10-Jan-2007,5.36
2007,Jan,11,11-Jan-2007,5.36
2007,Jan,12,12-Jan-2007,5.37
2007,Jan,15,15-Jan-2007,5.37
2007,Jan,16,16-Jan-2007,5.36
2007,Jan,17,17-Jan-2007,5.37
2007,Jan,18,18-Jan-2007,5.37
2007,Jan,19,19-Jan-2007,5.36
2007,Jan,22,22-Jan-2007,5.37
2007,Jan,23,23-Jan-2007,5.36
2007,Jan,24,24-Jan-2007,5.36
2007,Jan,25,25-Jan-2007,5.36
2007,Jan,26,26-Jan-2007,5.36
2007,Jan,29,29-Jan-2007,5.37
2007,Jan,30,30-Jan-2007,5.37
2007,Jan,31,31-Jan-2007,5.36
2007,Feb,01,01-Feb-2007,5.37
2007,Feb,02,02-Feb-2007,5.37
2007,Feb,05,05-Feb-2007,5.37
2007,Feb,06,06-Feb-2007,5.37
2007,Feb,07,07-Feb-2007,5.37
2007,Feb,08,08-Feb-2007,5.37
2007,Feb,09,09-Feb-2007,5.37
2007,Feb,12,12-Feb-2007,5.37
2007,Feb,13,13-Feb-2007,5.36
2007,Feb,14,14-Feb-2007,5.36
2007,Feb,15,15-Feb-2007,5.36
2007,Feb,16,16-Feb-2007,5.36
2007,Feb,21,21-Feb-2007,5.36
2007,Feb,22,22-Feb-2007,5.37
2007,Feb,23,23-Feb-2007,5.36
2007,Feb,26,26-Feb-2007,5.36
2007,Feb,27,27-Feb-2007,5.36
2007,Feb,28,28-Feb-2007,5.34
2007,Mar,01,01-Mar-2007,5.35
2007,Mar,02,02-Mar-2007,5.35
2007,Mar,05,05-Mar-2007,5.33
2007,Mar,06,06-Mar-2007,5.34
2007,Mar,07,07-Mar-2007,5.34
2007,Mar,08,08-Mar-2007,5.34
2007,Mar,09,09-Mar-2007,5.34
2007,Mar,12,12-Mar-2007,5.35
2007,Mar,13,13-Mar-2007,5.36
2007,Mar,14,14-Mar-2007,5.35
2007,Mar,15,15-Mar-2007,5.35
2007,Mar,16,16-Mar-2007,5.35
2007,Mar,19,19-Mar-2007,5.35
2007,Mar,20,20-Mar-2007,5.35
2007,Mar,21,21-Mar-2007,5.35
2007,Mar,22,22-Mar-2007,5.35
2007,Mar,23,23-Mar-2007,5.35
2007,Mar,26,26-Mar-2007,5.35
2007,Mar,27,27-Mar-2007,5.35
2007,Mar,28,28-Mar-2007,5.35
2007,Mar,29,29-Mar-2007,5.35
2007,Mar,30,30-Mar-2007,5.35
2007,Apr,02,02-Apr-2007,5.35
2007,Apr,03,03-Apr-2007,5.35
2007,Apr,04,04-Apr-2007,5.35
2007,Apr,05,05-Apr-2007,5.35
2007,Apr,09,09-Apr-2007,5.36
2007,Apr,10,10-Apr-2007,5.36
2007,Apr,11,11-Apr-2007,5.36
2007,Apr,12,12-Apr-2007,5.36
2007,Apr,13,13-Apr-2007,5.36
2007,Apr,16,16-Apr-2007,5.36
2007,Apr,17,17-Apr-2007,5.36
2007,Apr,18,18-Apr-2007,5.36
2007,Apr,19,19-Apr-2007,5.36
2007,Apr,20,20-Apr-2007,5.36
2007,Apr,23,23-Apr-2007,5.36
2007,Apr,24,24-Apr-2007,5.36
2007,Apr,25,25-Apr-2007,5.36
2007,Apr,26,26-Apr-2007,5.36
2007,Apr,27,27-Apr-2007,5.36
2007,Apr,30,30-Apr-2007,5.36
2007,May,02,02-May-2007,5.36
2007,May,03,03-May-2007,5.36
2007,May,04,04-May-2007,5.36
2007,May,07,07-May-2007,5.36
2007,May,08,08-May-2007,5.36
2007,May,09,09-May-2007,5.36
2007,May,10,10-May-2007,5.36
2007,May,11,11-May-2007,5.36
2007,May,14,14-May-2007,5.36
2007,May,15,15-May-2007,5.36
2007,May,16,16-May-2007,5.36
2007,May,17,17-May-2007,5.36
2007,May,18,18-May-2007,5.36
2007,May,21,21-May-2007,5.36
2007,May,22,22-May-2007,5.36
2007,May,23,23-May-2007,5.36
2007,May,24,24-May-2007,5.36
2007,May,25,25-May-2007,5.36
2007,May,28,28-May-2007,5.36
2007,May,29,29-May-2007,5.36
2007,May,30,30-May-2007,5.36
2007,Jun,01,01-Jun-2007,5.36
2007,Jun,04,04-Jun-2007,5.37
2007,Jun,05,05-Jun-2007,5.37
2007,Jun,06,06-Jun-2007,5.36
2007,Jun,07,07-Jun-2007,5.37
2007,Jun,08,08-Jun-2007,5.36
2007,Jun,11,11-Jun-2007,5.36
2007,Jun,12,12-Jun-2007,5.36
2007,Jun,13,13-Jun-2007,5.37
2007,Jun,14,14-Jun-2007,5.36
2007,Jun,15,15-Jun-2007,5.36
2007,Jun,18,18-Jun-2007,5.36
2007,Jun,19,19-Jun-2007,5.36
2007,Jun,20,20-Jun-2007,5.36
2007,Jun,21,21-Jun-2007,5.36
2007,Jun,22,22-Jun-2007,5.36
2007,Jun,25,25-Jun-2007,5.36
2007,Jun,26,26-Jun-2007,5.36
2007,Jun,27,27-Jun-2007,5.36
2007,Jun,28,28-Jun-2007,5.36
2007,Jun,29,29-Jun-2007,5.36
2007,Jul,02,02-Jul-2007,5.37
2007,Jul,03,03-Jul-2007,5.36
2007,Jul,04,04-Jul-2007,5.36
2007,Jul,05,05-Jul-2007,5.36
2007,Jul,06,06-Jul-2007,5.36
2007,Jul,09,09-Jul-2007,5.37
2007,Jul,10,10-Jul-2007,5.36
2007,Jul,11,11-Jul-2007,5.36
2007,Jul,12,12-Jul-2007,5.36
2007,Jul,13,13-Jul-2007,5.36
2007,Jul,16,16-Jul-2007,5.36
2007,Jul,17,17-Jul-2007,5.36
2007,Jul,18,18-Jul-2007,5.36
2007,Jul,19,19-Jul-2007,5.36
2007,Jul,20,20-Jul-2007,5.36
2007,Jul,23,23-Jul-2007,5.36
2007,Jul,24,24-Jul-2007,5.36
2007,Jul,25,25-Jul-2007,5.36
2007,Jul,26,26-Jul-2007,5.36
2007,Jul,27,27-Jul-2007,5.34
2007,Jul,30,30-Jul-2007,5.35
2007,Jul,31,31-Jul-2007,5.35
2007,Aug,01,01-Aug-2007,5.35
2007,Aug,02,02-Aug-2007,5.36
2007,Aug,03,03-Aug-2007,5.36
2007,Aug,06,06-Aug-2007,5.36
2007,Aug,07,07-Aug-2007,5.36
2007,Aug,08,08-Aug-2007,5.37
2007,Aug,10,10-Aug-2007,5.53
2007,Aug,13,13-Aug-2007,5.56
2007,Aug,14,14-Aug-2007,5.55
2007,Aug,15,15-Aug-2007,5.54
2007,Aug,16,16-Aug-2007,5.53
2007,Aug,17,17-Aug-2007,5.52
2007,Aug,20,20-Aug-2007,5.52
2007,Aug,21,21-Aug-2007,5.51
2007,Aug,22,22-Aug-2007,5.5
2007,Aug,23,23-Aug-2007,5.51
2007,Aug,24,24-Aug-2007,5.51
2007,Aug,27,27-Aug-2007,5.52
2007,Aug,28,28-Aug-2007,5.52
2007,Aug,29,29-Aug-2007,5.52
2007,Aug,30,30-Aug-2007,5.59
2007,Aug,31,31-Aug-2007,5.63
2007,Sep,03,03-Sep-2007,5.67
2007,Sep,04,04-Sep-2007,5.71
2007,Sep,05,05-Sep-2007,5.74
2007,Sep,06,06-Sep-2007,5.78
2007,Sep,07,07-Sep-2007,5.76
2007,Sep,10,10-Sep-2007,5.73
2007,Sep,11,11-Sep-2007,5.7
2007,Sep,12,12-Sep-2007,5.7
2007,Sep,13,13-Sep-2007,5.7
2007,Sep,14,14-Sep-2007,5.68
2007,Sep,17,17-Sep-2007,5.65
2007,Sep,18,18-Sep-2007,5.6
2007,Sep,19,19-Sep-2007,5.25
2007,Sep,20,20-Sep-2007,5.24
2007,Sep,21,21-Sep-2007,5.24
2007,Sep,24,24-Sep-2007,5.21
2007,Sep,25,25-Sep-2007,5.22
2007,Sep,26,26-Sep-2007,5.22
2007,Sep,27,27-Sep-2007,5.22
2007,Sep,28,28-Sep-2007,5.23
2007,Oct,01,01-Oct-2007,5.24
2007,Oct,02,02-Oct-2007,5.24
2007,Oct,03,03-Oct-2007,5.25
2007,Oct,04,04-Oct-2007,5.25
2007,Oct,05,05-Oct-2007,5.25
2007,Oct,08,08-Oct-2007,5.26
2007,Oct,09,09-Oct-2007,5.26
2007,Oct,10,10-Oct-2007,5.26
2007,Oct,11,11-Oct-2007,5.25
2007,Oct,12,12-Oct-2007,5.23
2007,Oct,15,15-Oct-2007,5.23
2007,Oct,16,16-Oct-2007,5.22
2007,Oct,17,17-Oct-2007,5.21
2007,Oct,18,18-Oct-2007,5.2
2007,Oct,19,19-Oct-2007,5.17
2007,Oct,22,22-Oct-2007,5.11
2007,Oct,23,23-Oct-2007,5.09
2007,Oct,24,24-Oct-2007,5.08
2007,Oct,25,25-Oct-2007,5.04
2007,Oct,26,26-Oct-2007,5
2007,Oct,29,29-Oct-2007,4.97
2007,Oct,30,30-Oct-2007,4.96
2007,Oct,31,31-Oct-2007,4.92
2007,Nov,01,01-Nov-2007,4.9
2007,Nov,02,02-Nov-2007,4.88
2007,Nov,05,05-Nov-2007,4.87
2007,Nov,06,06-Nov-2007,4.88
2007,Nov,07,07-Nov-2007,4.9
2007,Nov,09,09-Nov-2007,4.89
2007,Nov,12,12-Nov-2007,4.88
2007,Nov,13,13-Nov-2007,4.88
2007,Nov,14,14-Nov-2007,4.89
2007,Nov,15,15-Nov-2007,4.9
2007,Nov,16,16-Nov-2007,4.93
2007,Nov,19,19-Nov-2007,4.99
2007,Nov,20,20-Nov-2007,5
2007,Nov,21,21-Nov-2007,5.03
2007,Nov,22,22-Nov-2007,5.03
2007,Nov,23,23-Nov-2007,5.05
2007,Nov,26,26-Nov-2007,5.06
2007,Nov,27,27-Nov-2007,5.07
2007,Nov,28,28-Nov-2007,5.09
2007,Nov,29,29-Nov-2007,5.13
2007,Nov,30,30-Nov-2007,5.15
2007,Dec,03,03-Dec-2007,5.14
2007,Dec,04,04-Dec-2007,5.15
2007,Dec,05,05-Dec-2007,5.16
2007,Dec,06,06-Dec-2007,5.16
2007,Dec,07,07-Dec-2007,5.16
2007,Dec,10,10-Dec-2007,5.15
2007,Dec,11,11-Dec-2007,5.13
2007,Dec,12,12-Dec-2007,5.11
2007,Dec,13,13-Dec-2007,5.05
2007,Dec,14,14-Dec-2007,5.01
2007,Dec,17,17-Dec-2007,4.99
2007,Dec,18,18-Dec-2007,5
2007,Dec,19,19-Dec-2007,4.95
2007,Dec,21,21-Dec-2007,4.9
2007,Dec,24,24-Dec-2007,4.88
2007,Dec,26,26-Dec-2007,4.86
2007,Dec,27,27-Dec-2007,4.85
2007,Dec,28,28-Dec-2007,4.76
2007,Dec,31,31-Dec-2007,4.73
2008,Jan,02,02-Jan-2008,4.71
2008,Jan,03,03-Jan-2008,4.67
2008,Jan,04,04-Jan-2008,4.65
2008,Jan,07,07-Jan-2008,4.58
2008,Jan,08,08-Jan-2008,4.53
2008,Jan,09,09-Jan-2008,4.48
2008,Jan,10,10-Jan-2008,4.4
2008,Jan,11,11-Jan-2008,4.33
2008,Jan,14,14-Jan-2008,4.16
2008,Jan,15,15-Jan-2008,4.04
2008,Jan,16,16-Jan-2008,4
2008,Jan,17,17-Jan-2008,3.95
2008,Jan,18,18-Jan-2008,3.91
2008,Jan,21,21-Jan-2008,3.87
2008,Jan,22,22-Jan-2008,3.79
2008,Jan,23,23-Jan-2008,3.41
2008,Jan,24,24-Jan-2008,3.29
2008,Jan,25,25-Jan-2008,3.29
2008,Jan,28,28-Jan-2008,3.31
2008,Jan,29,29-Jan-2008,3.25
2008,Jan,30,30-Jan-2008,3.25
2008,Jan,31,31-Jan-2008,3.11
2008,Feb,01,01-Feb-2008,3.11
2008,Feb,04,04-Feb-2008,3.13
2008,Feb,05,05-Feb-2008,3.15
2008,Feb,06,06-Feb-2008,3.15
2008,Feb,11,11-Feb-2008,3.09
2008,Feb,12,12-Feb-2008,3.08
2008,Feb,13,13-Feb-2008,3.08
2008,Feb,14,14-Feb-2008,3.07
2008,Feb,15,15-Feb-2008,3.08
2008,Feb,18,18-Feb-2008,3.08
2008,Feb,19,19-Feb-2008,3.08
2008,Feb,20,20-Feb-2008,3.1
2008,Feb,21,21-Feb-2008,3.1
2008,Feb,22,22-Feb-2008,3.1
2008,Feb,25,25-Feb-2008,3.1
2008,Feb,26,26-Feb-2008,3.09
2008,Feb,27,27-Feb-2008,3.09
2008,Feb,28,28-Feb-2008,3.09
2008,Feb,29,29-Feb-2008,3.07
2008,Mar,03,03-Mar-2008,3.02
2008,Mar,04,04-Mar-2008,3.01
2008,Mar,05,05-Mar-2008,3.01
2008,Mar,06,06-Mar-2008,3
2008,Mar,07,07-Mar-2008,2.99
2008,Mar,10,10-Mar-2008,2.92
2008,Mar,11,11-Mar-2008,2.9
2008,Mar,12,12-Mar-2008,2.88
2008,Mar,13,13-Mar-2008,2.84
2008,Mar,14,14-Mar-2008,2.78
2008,Mar,17,17-Mar-2008,2.54
2008,Mar,18,18-Mar-2008,2.56
2008,Mar,19,19-Mar-2008,2.6
2008,Mar,20,20-Mar-2008,2.6
2008,Mar,24,24-Mar-2008,2.61
2008,Mar,25,25-Mar-2008,2.64
2008,Mar,26,26-Mar-2008,2.67
2008,Mar,27,27-Mar-2008,2.69
2008,Mar,28,28-Mar-2008,2.7
2008,Mar,31,31-Mar-2008,2.72
2008,Apr,01,01-Apr-2008,2.72
2008,Apr,02,02-Apr-2008,2.74
2008,Apr,03,03-Apr-2008,2.77
2008,Apr,04,04-Apr-2008,2.76
2008,Apr,07,07-Apr-2008,2.73
2008,Apr,08,08-Apr-2008,2.73
2008,Apr,09,09-Apr-2008,2.74
2008,Apr,10,10-Apr-2008,2.73
2008,Apr,11,11-Apr-2008,2.73
2008,Apr,14,14-Apr-2008,2.72
2008,Apr,15,15-Apr-2008,2.72
2008,Apr,16,16-Apr-2008,2.73
2008,Apr,17,17-Apr-2008,2.81
2008,Apr,18,18-Apr-2008,2.9
2008,Apr,21,21-Apr-2008,2.91
2008,Apr,22,22-Apr-2008,2.93
2008,Apr,23,23-Apr-2008,2.93
2008,Apr,24,24-Apr-2008,2.93
2008,Apr,25,25-Apr-2008,2.94
2008,Apr,28,28-Apr-2008,2.93
2008,Apr,29,29-Apr-2008,2.92
2008,Apr,30,30-Apr-2008,2.89
2008,May,02,02-May-2008,2.81
2008,May,05,05-May-2008,2.79
2008,May,06,06-May-2008,2.79
2008,May,07,07-May-2008,2.77
2008,May,08,08-May-2008,2.75
2008,May,09,09-May-2008,2.72
2008,May,12,12-May-2008,2.7
2008,May,13,13-May-2008,2.69
2008,May,14,14-May-2008,2.73
2008,May,15,15-May-2008,2.73
2008,May,16,16-May-2008,2.71
2008,May,20,20-May-2008,2.68
2008,May,21,21-May-2008,2.66
2008,May,22,22-May-2008,2.65
2008,May,23,23-May-2008,2.66
2008,May,26,26-May-2008,2.66
2008,May,27,27-May-2008,2.66
2008,May,28,28-May-2008,2.67
2008,May,29,29-May-2008,2.7
2008,May,30,30-May-2008,2.72
2008,Jun,02,02-Jun-2008,2.71
2008,Jun,03,03-Jun-2008,2.71
2008,Jun,04,04-Jun-2008,2.72
2008,Jun,05,05-Jun-2008,2.73
2008,Jun,06,06-Jun-2008,2.74
2008,Jun,09,09-Jun-2008,2.74
2008,Jun,10,10-Jun-2008,2.82
2008,Jun,11,11-Jun-2008,2.85
2008,Jun,12,12-Jun-2008,2.83
2008,Jun,13,13-Jun-2008,2.87
2008,Jun,16,16-Jun-2008,2.85
2008,Jun,17,17-Jun-2008,2.86
2008,Jun,18,18-Jun-2008,2.85
2008,Jun,19,19-Jun-2008,2.84
2008,Jun,20,20-Jun-2008,2.86
2008,Jun,23,23-Jun-2008,2.84
2008,Jun,24,24-Jun-2008,2.85
2008,Jun,25,25-Jun-2008,2.83
2008,Jun,26,26-Jun-2008,2.83
2008,Jun,27,27-Jun-2008,2.82
2008,Jun,30,30-Jun-2008,2.81
2008,Jul,01,01-Jul-2008,2.81
2008,Jul,02,02-Jul-2008,2.8
2008,Jul,03,03-Jul-2008,2.81
2008,Jul,04,04-Jul-2008,2.81
2008,Jul,07,07-Jul-2008,2.81
2008,Jul,08,08-Jul-2008,2.81
2008,Jul,09,09-Jul-2008,2.82
2008,Jul,10,10-Jul-2008,2.81
2008,Jul,11,11-Jul-2008,2.82
2008,Jul,14,14-Jul-2008,2.82
2008,Jul,15,15-Jul-2008,2.81
2008,Jul,16,16-Jul-2008,2.81
2008,Jul,17,17-Jul-2008,2.81
2008,Jul,18,18-Jul-2008,2.81
2008,Jul,21,21-Jul-2008,2.83
2008,Jul,22,22-Jul-2008,2.83
2008,Jul,23,23-Jul-2008,2.83
2008,Jul,24,24-Jul-2008,2.83
2008,Jul,25,25-Jul-2008,2.83
2008,Jul,28,28-Jul-2008,2.83
2008,Jul,29,29-Jul-2008,2.83
2008,Jul,30,30-Jul-2008,2.83
2008,Jul,31,31-Jul-2008,2.82
2008,Aug,01,01-Aug-2008,2.83
2008,Aug,04,04-Aug-2008,2.82
2008,Aug,05,05-Aug-2008,2.83
2008,Aug,06,06-Aug-2008,2.85
2008,Aug,07,07-Aug-2008,2.83
2008,Aug,08,08-Aug-2008,2.84
2008,Aug,11,11-Aug-2008,2.83
2008,Aug,12,12-Aug-2008,2.83
2008,Aug,13,13-Aug-2008,2.83
2008,Aug,14,14-Aug-2008,2.83
2008,Aug,15,15-Aug-2008,2.83
2008,Aug,18,18-Aug-2008,2.82
2008,Aug,19,19-Aug-2008,2.83
2008,Aug,20,20-Aug-2008,2.82
2008,Aug,21,21-Aug-2008,2.82
2008,Aug,22,22-Aug-2008,2.82
2008,Aug,25,25-Aug-2008,2.82
2008,Aug,26,26-Aug-2008,2.83
2008,Aug,27,27-Aug-2008,2.82
2008,Aug,28,28-Aug-2008,2.84
2008,Aug,29,29-Aug-2008,2.83
2008,Sep,01,01-Sep-2008,2.84
2008,Sep,02,02-Sep-2008,2.83
2008,Sep,03,03-Sep-2008,2.84
2008,Sep,04,04-Sep-2008,2.84
2008,Sep,05,05-Sep-2008,2.83
2008,Sep,08,08-Sep-2008,2.84
2008,Sep,09,09-Sep-2008,2.84
2008,Sep,10,10-Sep-2008,2.84
2008,Sep,11,11-Sep-2008,2.83
2008,Sep,12,12-Sep-2008,2.83
2008,Sep,15,15-Sep-2008,2.82
2008,Sep,16,16-Sep-2008,2.85
2008,Sep,17,17-Sep-2008,3.02
2008,Sep,18,18-Sep-2008,3.53
2008,Sep,19,19-Sep-2008,3.37
2008,Sep,22,22-Sep-2008,3.34
2008,Sep,23,23-Sep-2008,3.4
2008,Sep,24,24-Sep-2008,3.39
2008,Sep,25,25-Sep-2008,3.68
2008,Sep,26,26-Sep-2008,3.78
2008,Sep,29,29-Sep-2008,3.79
2008,Sep,30,30-Sep-2008,3.9
2008,Oct,02,02-Oct-2008,4.16
2008,Oct,03,03-Oct-2008,4.27
2008,Oct,06,06-Oct-2008,4.23
2008,Oct,07,07-Oct-2008,4.24
2008,Oct,08,08-Oct-2008,4.32
2008,Oct,09,09-Oct-2008,4.51
2008,Oct,10,10-Oct-2008,4.74
2008,Oct,13,13-Oct-2008,4.8
2008,Oct,14,14-Oct-2008,4.66
2008,Oct,15,15-Oct-2008,4.57
2008,Oct,16,16-Oct-2008,4.54
2008,Oct,17,17-Oct-2008,4.47
2008,Oct,20,20-Oct-2008,4.2
2008,Oct,21,21-Oct-2008,3.92
2008,Oct,22,22-Oct-2008,3.65
2008,Oct,23,23-Oct-2008,3.53
2008,Oct,24,24-Oct-2008,3.52
2008,Oct,28,28-Oct-2008,3.48
2008,Oct,29,29-Oct-2008,3.43
2008,Oct,30,30-Oct-2008,3.28
2008,Oct,31,31-Oct-2008,3.09
2008,Nov,03,03-Nov-2008,2.93
2008,Nov,04,04-Nov-2008,2.8
2008,Nov,05,05-Nov-2008,2.57
2008,Nov,06,06-Nov-2008,2.42
2008,Nov,07,07-Nov-2008,2.33
2008,Nov,10,10-Nov-2008,2.29
2008,Nov,11,11-Nov-2008,2.22
2008,Nov,12,12-Nov-2008,2.16
2008,Nov,13,13-Nov-2008,2.12
2008,Nov,14,14-Nov-2008,2.23
2008,Nov,17,17-Nov-2008,2.28
2008,Nov,18,18-Nov-2008,2.23
2008,Nov,19,19-Nov-2008,2.21
2008,Nov,20,20-Nov-2008,2.17
2008,Nov,21,21-Nov-2008,2.15
2008,Nov,24,24-Nov-2008,2.15
2008,Nov,25,25-Nov-2008,2.19
2008,Nov,26,26-Nov-2008,2.21
2008,Nov,27,27-Nov-2008,2.2
2008,Nov,28,28-Nov-2008,2.22
2008,Dec,01,01-Dec-2008,2.24
2008,Dec,02,02-Dec-2008,2.23
2008,Dec,03,03-Dec-2008,2.22
2008,Dec,04,04-Dec-2008,2.19
2008,Dec,05,05-Dec-2008,2.19
2008,Dec,09,09-Dec-2008,2.19
2008,Dec,10,10-Dec-2008,2.13
2008,Dec,11,11-Dec-2008,2.07
2008,Dec,12,12-Dec-2008,1.95
2008,Dec,15,15-Dec-2008,1.9
2008,Dec,16,16-Dec-2008,1.86
2008,Dec,17,17-Dec-2008,1.63
2008,Dec,18,18-Dec-2008,1.55
2008,Dec,19,19-Dec-2008,1.5
2008,Dec,22,22-Dec-2008,1.5
2008,Dec,23,23-Dec-2008,1.48
2008,Dec,24,24-Dec-2008,1.47
2008,Dec,26,26-Dec-2008,1.47
2008,Dec,29,29-Dec-2008,1.47
2008,Dec,30,30-Dec-2008,1.45
2008,Dec,31,31-Dec-2008,1.44
2009,Jan,02,02-Jan-2009,1.42
2009,Jan,05,05-Jan-2009,1.42
2009,Jan,06,06-Jan-2009,1.41
2009,Jan,07,07-Jan-2009,1.4
2009,Jan,08,08-Jan-2009,1.38
2009,Jan,09,09-Jan-2009,1.3
2009,Jan,12,12-Jan-2009,1.2
2009,Jan,13,13-Jan-2009,1.13
2009,Jan,14,14-Jan-2009,1.1
2009,Jan,15,15-Jan-2009,1.09
2009,Jan,16,16-Jan-2009,1.14
2009,Jan,19,19-Jan-2009,1.14
2009,Jan,20,20-Jan-2009,1.14
2009,Jan,21,21-Jan-2009,1.14
2009,Jan,22,22-Jan-2009,1.15
2009,Jan,23,23-Jan-2009,1.16
2009,Jan,28,28-Jan-2009,1.18
2009,Jan,29,29-Jan-2009,1.17
2009,Jan,30,30-Jan-2009,1.18
2009,Feb,02,02-Feb-2009,1.24
2009,Feb,03,03-Feb-2009,1.24
2009,Feb,04,04-Feb-2009,1.24
2009,Feb,05,05-Feb-2009,1.25
2009,Feb,06,06-Feb-2009,1.24
2009,Feb,09,09-Feb-2009,1.22
2009,Feb,10,10-Feb-2009,1.22
2009,Feb,11,11-Feb-2009,1.23
2009,Feb,12,12-Feb-2009,1.24
2009,Feb,13,13-Feb-2009,1.24
2009,Feb,16,16-Feb-2009,1.25
2009,Feb,17,17-Feb-2009,1.24
2009,Feb,18,18-Feb-2009,1.25
2009,Feb,19,19-Feb-2009,1.26
2009,Feb,20,20-Feb-2009,1.25
2009,Feb,23,23-Feb-2009,1.24
2009,Feb,24,24-Feb-2009,1.24
2009,Feb,25,25-Feb-2009,1.25
2009,Feb,26,26-Feb-2009,1.26
2009,Feb,27,27-Feb-2009,1.26
2009,Mar,02,02-Mar-2009,1.26
2009,Mar,03,03-Mar-2009,1.26
2009,Mar,04,04-Mar-2009,1.27
2009,Mar,05,05-Mar-2009,1.26
2009,Mar,06,06-Mar-2009,1.29
2009,Mar,09,09-Mar-2009,1.3
2009,Mar,10,10-Mar-2009,1.32
2009,Mar,11,11-Mar-2009,1.33
2009,Mar,12,12-Mar-2009,1.33
2009,Mar,13,13-Mar-2009,1.31
2009,Mar,16,16-Mar-2009,1.32
2009,Mar,17,17-Mar-2009,1.31
2009,Mar,18,18-Mar-2009,1.3
2009,Mar,19,19-Mar-2009,1.24
2009,Mar,20,20-Mar-2009,1.22
2009,Mar,23,23-Mar-2009,1.23
2009,Mar,24,24-Mar-2009,1.22
2009,Mar,25,25-Mar-2009,1.22
2009,Mar,26,26-Mar-2009,1.23
2009,Mar,27,27-Mar-2009,1.23
2009,Mar,30,30-Mar-2009,1.22
2009,Mar,31,31-Mar-2009,1.2
2009,Apr,01,01-Apr-2009,1.19
2009,Apr,02,02-Apr-2009,1.17
2009,Apr,03,03-Apr-2009,1.17
2009,Apr,06,06-Apr-2009,1.16
2009,Apr,07,07-Apr-2009,1.16
2009,Apr,08,08-Apr-2009,1.15
2009,Apr,09,09-Apr-2009,1.14
2009,Apr,13,13-Apr-2009,1.13
2009,Apr,14,14-Apr-2009,1.14
2009,Apr,15,15-Apr-2009,1.13
