SORA Value Date,Month,Day,Date,SORA Publication Date,Compound SORA - 3 month
2005,Jul,01,01-Jul-2005,4-Jul-05,-
2005,Jul,04,04-Jul-2005,5-Jul-05,-
2005,Jul,05,05-Jul-2005,6-Jul-05,-
2005,Jul,06,06-Jul-2005,7-Jul-05,-
2005,Jul,07,07-Jul-2005,8-Jul-05,-
2005,Jul,08,08-Jul-2005,11-Jul-05,-
2005,Jul,11,11-Jul-2005,12-Jul-05,-
2005,Jul,12,12-Jul-2005,13-Jul-05,-
2005,Jul,13,13-Jul-2005,14-Jul-05,-
2005,Jul,14,14-Jul-2005,15-Jul-05,-
2005,Jul,15,15-Jul-2005,18-Jul-05,-
2005,Jul,18,18-Jul-2005,19-Jul-05,-
2005,Jul,19,19-Jul-2005,20-Jul-05,-
2005,Jul,20,20-Jul-2005,21-Jul-05,-
2005,Jul,21,21-Jul-2005,22-Jul-05,-
2005,Jul,22,22-Jul-2005,25-Jul-05,-
2005,Jul,25,25-Jul-2005,26-Jul-05,-
2005,Jul,26,26-Jul-2005,27-Jul-05,-
2005,Jul,27,27-Jul-2005,28-Jul-05,-
2005,Jul,28,28-Jul-2005,29-Jul-05,-
2005,Jul,29,29-Jul-2005,1-Aug-05,-
2005,Aug,01,01-Aug-2005,2-Aug-05,-
2005,Aug,02,02-Aug-2005,3-Aug-05,-
2005,Aug,03,03-Aug-2005,4-Aug-05,-
2005,Aug,04,04-Aug-2005,5-Aug-05,-
2005,Aug,05,05-Aug-2005,8-Aug-05,-
2005,Aug,08,08-Aug-2005,10-Aug-05,-
2005,Aug,10,10-Aug-2005,11-Aug-05,-
2005,Aug,11,11-Aug-2005,12-Aug-05,-
2005,Aug,12,12-Aug-2005,15-Aug-05,-
2005,Aug,15,15-Aug-2005,16-Aug-05,-
2005,Aug,16,16-Aug-2005,17-Aug-05,-
2005,Aug,17,17-Aug-2005,18-Aug-05,-
2005,Aug,18,18-Aug-2005,19-Aug-05,-
2005,Aug,19,19-Aug-2005,22-Aug-05,-
2005,Aug,22,22-Aug-2005,23-Aug-05,-
2005,Aug,23,23-Aug-2005,24-Aug-05,-
2005,Aug,24,24-Aug-2005,25-Aug-05,-
2005,Aug,25,25-Aug-2005,26-Aug-05,-
2005,Aug,26,26-Aug-2005,29-Aug-05,-
2005,Aug,29,29-Aug-2005,30-Aug-05,-
2005,Aug,30,30-Aug-2005,31-Aug-05,-
2005,Aug,31,31-Aug-2005,1-Sep-05,-
2005,Sep,01,01-Sep-2005,2-Sep-05,-
2005,Sep,02,02-Sep-2005,5-Sep-05,-
2005,Sep,05,05-Sep-2005,6-Sep-05,-
2005,Sep,06,06-Sep-2005,7-Sep-05,-
2005,Sep,07,07-Sep-2005,8-Sep-05,-
2005,Sep,08,08-Sep-2005,9-Sep-05,-
2005,Sep,09,09-Sep-2005,12-Sep-05,-
2005,Sep,12,12-Sep-2005,13-Sep-05,-
2005,Sep,13,13-Sep-2005,14-Sep-05,-
2005,Sep,14,14-Sep-2005,15-Sep-05,-
2005,Sep,15,15-Sep-2005,16-Sep-05,-
2005,Sep,16,16-Sep-2005,19-Sep-05,-
2005,Sep,19,19-Sep-2005,20-Sep-05,-
2005,Sep,20,20-Sep-2005,21-Sep-05,-
2005,Sep,21,21-Sep-2005,22-Sep-05,-
2005,Sep,22,22-Sep-2005,23-Sep-05,-
2005,Sep,23,23-Sep-2005,26-Sep-05,-
2005,Sep,26,26-Sep-2005,27-Sep-05,-
2005,Sep,27,27-Sep-2005,28-Sep-05,-
2005,Sep,28,28-Sep-2005,29-Sep-05,-
2005,Sep,29,29-Sep-2005,30-Sep-05,-
2005,Sep,30,30-Sep-2005,3-Oct-05,-
2005,Oct,03,03-Oct-2005,4-Oct-05,1.9026
2005,Oct,04,04-Oct-2005,5-Oct-05,1.9062
2005,Oct,05,05-Oct-2005,6-Oct-05,1.909
2005,Oct,06,06-Oct-2005,7-Oct-05,1.912
2005,Oct,07,07-Oct-2005,10-Oct-05,1.9225
2005,Oct,10,10-Oct-2005,11-Oct-05,1.9264
2005,Oct,11,11-Oct-2005,12-Oct-05,1.9318
2005,Oct,12,12-Oct-2005,13-Oct-05,1.9379
2005,Oct,13,13-Oct-2005,14-Oct-05,1.9439
2005,Oct,14,14-Oct-2005,17-Oct-05,1.9592
2005,Oct,17,17-Oct-2005,18-Oct-05,1.964
2005,Oct,18,18-Oct-2005,19-Oct-05,1.9682
2005,Oct,19,19-Oct-2005,20-Oct-05,1.9723
2005,Oct,20,20-Oct-2005,21-Oct-05,1.9761
2005,Oct,21,21-Oct-2005,24-Oct-05,1.9861
2005,Oct,24,24-Oct-2005,25-Oct-05,1.9898
2005,Oct,25,25-Oct-2005,26-Oct-05,1.9942
2005,Oct,26,26-Oct-2005,27-Oct-05,1.9994
2005,Oct,27,27-Oct-2005,28-Oct-05,2.0049
2005,Oct,28,28-Oct-2005,31-Oct-05,2.0231
2005,Oct,31,31-Oct-2005,2-Nov-05,2.0404
2005,Nov,02,02-Nov-2005,4-Nov-05,2.0565
2005,Nov,04,04-Nov-2005,7-Nov-05,2.0825
2005,Nov,07,07-Nov-2005,8-Nov-05,2.0914
2005,Nov,08,08-Nov-2005,9-Nov-05,2.1003
2005,Nov,09,09-Nov-2005,10-Nov-05,2.1098
2005,Nov,10,10-Nov-2005,11-Nov-05,2.1194
2005,Nov,11,11-Nov-2005,14-Nov-05,2.1537
2005,Nov,14,14-Nov-2005,15-Nov-05,2.1644
2005,Nov,15,15-Nov-2005,16-Nov-05,2.1747
2005,Nov,16,16-Nov-2005,17-Nov-05,2.1839
2005,Nov,17,17-Nov-2005,18-Nov-05,2.1941
2005,Nov,18,18-Nov-2005,21-Nov-05,2.2246
2005,Nov,21,21-Nov-2005,22-Nov-05,2.2356
2005,Nov,22,22-Nov-2005,23-Nov-05,2.2465
2005,Nov,23,23-Nov-2005,24-Nov-05,2.2534
2005,Nov,24,24-Nov-2005,25-Nov-05,2.2643
2005,Nov,25,25-Nov-2005,28-Nov-05,2.2962
2005,Nov,28,28-Nov-2005,29-Nov-05,2.3067
2005,Nov,29,29-Nov-2005,30-Nov-05,2.3158
2005,Nov,30,30-Nov-2005,1-Dec-05,2.3302
2005,Dec,01,01-Dec-2005,2-Dec-05,2.3409
2005,Dec,02,02-Dec-2005,5-Dec-05,2.368
2005,Dec,05,05-Dec-2005,6-Dec-05,2.376
2005,Dec,06,06-Dec-2005,7-Dec-05,2.3822
2005,Dec,07,07-Dec-2005,8-Dec-05,2.386
2005,Dec,08,08-Dec-2005,9-Dec-05,2.3937
2005,Dec,09,09-Dec-2005,12-Dec-05,2.4212
2005,Dec,12,12-Dec-2005,13-Dec-05,2.4291
2005,Dec,13,13-Dec-2005,14-Dec-05,2.4346
2005,Dec,14,14-Dec-2005,15-Dec-05,2.4424
2005,Dec,15,15-Dec-2005,16-Dec-05,2.4564
2005,Dec,16,16-Dec-2005,19-Dec-05,2.496
2005,Dec,19,19-Dec-2005,20-Dec-05,2.5081
2005,Dec,20,20-Dec-2005,21-Dec-05,2.5157
2005,Dec,21,21-Dec-2005,22-Dec-05,2.5208
2005,Dec,22,22-Dec-2005,23-Dec-05,2.5268
2005,Dec,23,23-Dec-2005,27-Dec-05,2.5509
2005,Dec,27,27-Dec-2005,28-Dec-05,2.5562
2005,Dec,28,28-Dec-2005,29-Dec-05,2.5639
2005,Dec,29,29-Dec-2005,30-Dec-05,2.5711
2005,Dec,30,30-Dec-2005,3-Jan-06,2.6352
2006,Jan,03,03-Jan-2006,4-Jan-06,2.647
2006,Jan,04,04-Jan-2006,5-Jan-06,2.663
2006,Jan,05,05-Jan-2006,6-Jan-06,2.679
2006,Jan,06,06-Jan-2006,9-Jan-06,2.7112
2006,Jan,09,09-Jan-2006,11-Jan-06,2.7283
2006,Jan,11,11-Jan-2006,12-Jan-06,2.7379
2006,Jan,12,12-Jan-2006,13-Jan-06,2.7492
2006,Jan,13,13-Jan-2006,16-Jan-06,2.7859
2006,Jan,16,16-Jan-2006,17-Jan-06,2.7949
2006,Jan,17,17-Jan-2006,18-Jan-06,2.8058
2006,Jan,18,18-Jan-2006,19-Jan-06,2.8168
2006,Jan,19,19-Jan-2006,20-Jan-06,2.8287
2006,Jan,20,20-Jan-2006,23-Jan-06,2.863
2006,Jan,23,23-Jan-2006,24-Jan-06,2.8742
2006,Jan,24,24-Jan-2006,25-Jan-06,2.8827
2006,Jan,25,25-Jan-2006,26-Jan-06,2.8906
2006,Jan,26,26-Jan-2006,27-Jan-06,2.8992
2006,Jan,27,27-Jan-2006,1-Feb-06,2.9672
2006,Feb,01,01-Feb-2006,2-Feb-06,2.9769
2006,Feb,02,02-Feb-2006,3-Feb-06,2.9886
2006,Feb,03,03-Feb-2006,6-Feb-06,3.0205
2006,Feb,06,06-Feb-2006,7-Feb-06,3.0312
2006,Feb,07,07-Feb-2006,8-Feb-06,3.0402
2006,Feb,08,08-Feb-2006,9-Feb-06,3.0453
2006,Feb,09,09-Feb-2006,10-Feb-06,3.0457
2006,Feb,10,10-Feb-2006,13-Feb-06,3.046
2006,Feb,13,13-Feb-2006,14-Feb-06,3.0437
2006,Feb,14,14-Feb-2006,15-Feb-06,3.0372
2006,Feb,15,15-Feb-2006,16-Feb-06,3.0212
2006,Feb,16,16-Feb-2006,17-Feb-06,3.0236
2006,Feb,17,17-Feb-2006,20-Feb-06,3.0387
2006,Feb,20,20-Feb-2006,21-Feb-06,3.0436
2006,Feb,21,21-Feb-2006,22-Feb-06,3.0492
2006,Feb,22,22-Feb-2006,23-Feb-06,3.0543
2006,Feb,23,23-Feb-2006,24-Feb-06,3.0624
2006,Feb,24,24-Feb-2006,27-Feb-06,3.0759
2006,Feb,27,27-Feb-2006,28-Feb-06,3.0813
2006,Feb,28,28-Feb-2006,1-Mar-06,3.094
2006,Mar,01,01-Mar-2006,2-Mar-06,3.0975
2006,Mar,02,02-Mar-2006,3-Mar-06,3.1031
2006,Mar,03,03-Mar-2006,6-Mar-06,3.1205
2006,Mar,06,06-Mar-2006,7-Mar-06,3.1278
2006,Mar,07,07-Mar-2006,8-Mar-06,3.1361
2006,Mar,08,08-Mar-2006,9-Mar-06,3.1421
2006,Mar,09,09-Mar-2006,10-Mar-06,3.1469
2006,Mar,10,10-Mar-2006,13-Mar-06,3.1621
2006,Mar,13,13-Mar-2006,14-Mar-06,3.1696
2006,Mar,14,14-Mar-2006,15-Mar-06,3.1741
2006,Mar,15,15-Mar-2006,16-Mar-06,3.171
2006,Mar,16,16-Mar-2006,17-Mar-06,3.1691
2006,Mar,17,17-Mar-2006,20-Mar-06,3.1655
2006,Mar,20,20-Mar-2006,21-Mar-06,3.1688
2006,Mar,21,21-Mar-2006,22-Mar-06,3.1732
2006,Mar,22,22-Mar-2006,23-Mar-06,3.177
2006,Mar,23,23-Mar-2006,24-Mar-06,3.1802
2006,Mar,24,24-Mar-2006,27-Mar-06,3.1928
2006,Mar,27,27-Mar-2006,28-Mar-06,3.198
2006,Mar,28,28-Mar-2006,29-Mar-06,3.2011
2006,Mar,29,29-Mar-2006,30-Mar-06,3.1995
2006,Mar,30,30-Mar-2006,31-Mar-06,3.1908
2006,Mar,31,31-Mar-2006,3-Apr-06,3.1717
2006,Apr,03,03-Apr-2006,4-Apr-06,3.1721
2006,Apr,04,04-Apr-2006,5-Apr-06,3.1678
2006,Apr,05,05-Apr-2006,6-Apr-06,3.1636
2006,Apr,06,06-Apr-2006,7-Apr-06,3.162
2006,Apr,07,07-Apr-2006,10-Apr-06,3.1633
2006,Apr,10,10-Apr-2006,11-Apr-06,3.1654
2006,Apr,11,11-Apr-2006,12-Apr-06,3.1655
2006,Apr,12,12-Apr-2006,13-Apr-06,3.1632
2006,Apr,13,13-Apr-2006,17-Apr-06,3.1568
2006,Apr,17,17-Apr-2006,18-Apr-06,3.155
2006,Apr,18,18-Apr-2006,19-Apr-06,3.1531
2006,Apr,19,19-Apr-2006,20-Apr-06,3.1503
2006,Apr,20,20-Apr-2006,21-Apr-06,3.1481
2006,Apr,21,21-Apr-2006,24-Apr-06,3.1422
2006,Apr,24,24-Apr-2006,25-Apr-06,3.143
2006,Apr,25,25-Apr-2006,26-Apr-06,3.145
2006,Apr,26,26-Apr-2006,27-Apr-06,3.1459
2006,Apr,27,27-Apr-2006,28-Apr-06,3.1419
2006,Apr,28,28-Apr-2006,2-May-06,3.1216
2006,May,02,02-May-2006,3-May-06,3.1176
2006,May,03,03-May-2006,4-May-06,3.1129
2006,May,04,04-May-2006,5-May-06,3.1084
2006,May,05,05-May-2006,8-May-06,3.0967
2006,May,08,08-May-2006,9-May-06,3.0964
2006,May,09,09-May-2006,10-May-06,3.0992
2006,May,10,10-May-2006,11-May-06,3.1021
2006,May,11,11-May-2006,15-May-06,3.1264
2006,May,15,15-May-2006,16-May-06,3.1469
2006,May,16,16-May-2006,17-May-06,3.1494
2006,May,17,17-May-2006,18-May-06,3.148
2006,May,18,18-May-2006,19-May-06,3.1468
2006,May,19,19-May-2006,22-May-06,3.1401
2006,May,22,22-May-2006,23-May-06,3.136
2006,May,23,23-May-2006,24-May-06,3.131
2006,May,24,24-May-2006,25-May-06,3.1268
2006,May,25,25-May-2006,26-May-06,3.126
2006,May,26,26-May-2006,29-May-06,3.1258
2006,May,29,29-May-2006,30-May-06,3.1242
2006,May,30,30-May-2006,31-May-06,3.1227
2006,May,31,31-May-2006,1-Jun-06,3.1211
2006,Jun,01,01-Jun-2006,2-Jun-06,3.1206
2006,Jun,02,02-Jun-2006,5-Jun-06,3.1218
2006,Jun,05,05-Jun-2006,6-Jun-06,3.1217
2006,Jun,06,06-Jun-2006,7-Jun-06,3.1209
2006,Jun,07,07-Jun-2006,8-Jun-06,3.1216
2006,Jun,08,08-Jun-2006,9-Jun-06,3.1211
2006,Jun,09,09-Jun-2006,12-Jun-06,3.1177
2006,Jun,12,12-Jun-2006,13-Jun-06,3.1161
2006,Jun,13,13-Jun-2006,14-Jun-06,3.1145
2006,Jun,14,14-Jun-2006,15-Jun-06,3.1137
2006,Jun,15,15-Jun-2006,16-Jun-06,3.1147
2006,Jun,16,16-Jun-2006,19-Jun-06,3.1198
2006,Jun,19,19-Jun-2006,20-Jun-06,3.1211
2006,Jun,20,20-Jun-2006,21-Jun-06,3.1231
2006,Jun,21,21-Jun-2006,22-Jun-06,3.1252
2006,Jun,22,22-Jun-2006,23-Jun-06,3.1266
2006,Jun,23,23-Jun-2006,26-Jun-06,3.1296
2006,Jun,26,26-Jun-2006,27-Jun-06,3.1295
2006,Jun,27,27-Jun-2006,28-Jun-06,3.13
2006,Jun,28,28-Jun-2006,29-Jun-06,3.1311
2006,Jun,29,29-Jun-2006,30-Jun-06,3.1379
2006,Jun,30,30-Jun-2006,3-Jul-06,3.1431
2006,Jul,03,03-Jul-2006,4-Jul-06,3.1434
2006,Jul,04,04-Jul-2006,5-Jul-06,3.1421
2006,Jul,05,05-Jul-2006,6-Jul-06,3.1422
2006,Jul,06,06-Jul-2006,7-Jul-06,3.1467
2006,Jul,07,07-Jul-2006,10-Jul-06,3.1572
2006,Jul,10,10-Jul-2006,11-Jul-06,3.1603
2006,Jul,11,11-Jul-2006,12-Jul-06,3.1632
2006,Jul,12,12-Jul-2006,13-Jul-06,3.1659
2006,Jul,13,13-Jul-2006,14-Jul-06,3.1688
2006,Jul,14,14-Jul-2006,17-Jul-06,3.1765
2006,Jul,17,17-Jul-2006,18-Jul-06,3.1776
2006,Jul,18,18-Jul-2006,19-Jul-06,3.1784
2006,Jul,19,19-Jul-2006,20-Jul-06,3.1792
2006,Jul,20,20-Jul-2006,21-Jul-06,3.1822
2006,Jul,21,21-Jul-2006,24-Jul-06,3.1917
2006,Jul,24,24-Jul-2006,25-Jul-06,3.194
2006,Jul,25,25-Jul-2006,26-Jul-06,3.1954
2006,Jul,26,26-Jul-2006,27-Jul-06,3.1962
2006,Jul,27,27-Jul-2006,28-Jul-06,3.195
2006,Jul,28,28-Jul-2006,31-Jul-06,3.1881
2006,Jul,31,31-Jul-2006,1-Aug-06,3.1847
2006,Aug,01,01-Aug-2006,2-Aug-06,3.1825
2006,Aug,02,02-Aug-2006,3-Aug-06,3.1817
2006,Aug,03,03-Aug-2006,4-Aug-06,3.1831
2006,Aug,04,04-Aug-2006,7-Aug-06,3.1796
2006,Aug,07,07-Aug-2006,8-Aug-06,3.1772
2006,Aug,08,08-Aug-2006,10-Aug-06,3.1795
2006,Aug,10,10-Aug-2006,11-Aug-06,3.1822
2006,Aug,11,11-Aug-2006,14-Aug-06,3.1865
2006,Aug,14,14-Aug-2006,15-Aug-06,3.1881
2006,Aug,15,15-Aug-2006,16-Aug-06,3.1904
2006,Aug,16,16-Aug-2006,17-Aug-06,3.1925
2006,Aug,17,17-Aug-2006,18-Aug-06,3.1954
2006,Aug,18,18-Aug-2006,21-Aug-06,3.2033
2006,Aug,21,21-Aug-2006,22-Aug-06,3.2059
2006,Aug,22,22-Aug-2006,23-Aug-06,3.2097
2006,Aug,23,23-Aug-2006,24-Aug-06,3.2146
2006,Aug,24,24-Aug-2006,25-Aug-06,3.2205
2006,Aug,25,25-Aug-2006,28-Aug-06,3.2275
2006,Aug,28,28-Aug-2006,29-Aug-06,3.2295
2006,Aug,29,29-Aug-2006,30-Aug-06,3.2339
2006,Aug,30,30-Aug-2006,31-Aug-06,3.2371
2006,Aug,31,31-Aug-2006,1-Sep-06,3.2396
2006,Sep,01,01-Sep-2006,4-Sep-06,3.2457
2006,Sep,04,04-Sep-2006,5-Sep-06,3.2449
2006,Sep,05,05-Sep-2006,6-Sep-06,3.2438
2006,Sep,06,06-Sep-2006,7-Sep-06,3.2436
2006,Sep,07,07-Sep-2006,8-Sep-06,3.2418
2006,Sep,08,08-Sep-2006,11-Sep-06,3.2379
2006,Sep,11,11-Sep-2006,12-Sep-06,3.2349
2006,Sep,12,12-Sep-2006,13-Sep-06,3.2334
2006,Sep,13,13-Sep-2006,14-Sep-06,3.2347
2006,Sep,14,14-Sep-2006,15-Sep-06,3.2362
2006,Sep,15,15-Sep-2006,18-Sep-06,3.2339
2006,Sep,18,18-Sep-2006,19-Sep-06,3.2327
2006,Sep,19,19-Sep-2006,20-Sep-06,3.2325
2006,Sep,20,20-Sep-2006,21-Sep-06,3.2339
2006,Sep,21,21-Sep-2006,22-Sep-06,3.2393
2006,Sep,22,22-Sep-2006,25-Sep-06,3.2545
2006,Sep,25,25-Sep-2006,26-Sep-06,3.2564
2006,Sep,26,26-Sep-2006,27-Sep-06,3.2579
2006,Sep,27,27-Sep-2006,28-Sep-06,3.2582
2006,Sep,28,28-Sep-2006,29-Sep-06,3.2571
2006,Sep,29,29-Sep-2006,2-Oct-06,3.2573
2006,Oct,02,02-Oct-2006,3-Oct-06,3.2576
2006,Oct,03,03-Oct-2006,4-Oct-06,3.2584
2006,Oct,04,04-Oct-2006,5-Oct-06,3.2601
2006,Oct,05,05-Oct-2006,6-Oct-06,3.2589
2006,Oct,06,06-Oct-2006,9-Oct-06,3.2494
2006,Oct,09,09-Oct-2006,10-Oct-06,3.2471
2006,Oct,10,10-Oct-2006,11-Oct-06,3.2472
2006,Oct,11,11-Oct-2006,12-Oct-06,3.2493
2006,Oct,12,12-Oct-2006,13-Oct-06,3.2512
2006,Oct,13,13-Oct-2006,16-Oct-06,3.2548
2006,Oct,16,16-Oct-2006,17-Oct-06,3.2563
2006,Oct,17,17-Oct-2006,18-Oct-06,3.261
2006,Oct,18,18-Oct-2006,19-Oct-06,3.266
2006,Oct,19,19-Oct-2006,20-Oct-06,3.2704
2006,Oct,20,20-Oct-2006,23-Oct-06,3.2729
2006,Oct,23,23-Oct-2006,25-Oct-06,3.2745
2006,Oct,25,25-Oct-2006,26-Oct-06,3.276
2006,Oct,26,26-Oct-2006,27-Oct-06,3.2795
2006,Oct,27,27-Oct-2006,30-Oct-06,3.2973
2006,Oct,30,30-Oct-2006,31-Oct-06,3.3044
2006,Oct,31,31-Oct-2006,1-Nov-06,3.3125
2006,Nov,01,01-Nov-2006,2-Nov-06,3.3187
2006,Nov,02,02-Nov-2006,3-Nov-06,3.3231
2006,Nov,03,03-Nov-2006,6-Nov-06,3.3351
2006,Nov,06,06-Nov-2006,7-Nov-06,3.3386
2006,Nov,07,07-Nov-2006,8-Nov-06,3.3432
2006,Nov,08,08-Nov-2006,9-Nov-06,3.3463
2006,Nov,09,09-Nov-2006,10-Nov-06,3.349
2006,Nov,10,10-Nov-2006,13-Nov-06,3.3485
2006,Nov,13,13-Nov-2006,14-Nov-06,3.3486
2006,Nov,14,14-Nov-2006,15-Nov-06,3.3473
2006,Nov,15,15-Nov-2006,16-Nov-06,3.3462
2006,Nov,16,16-Nov-2006,17-Nov-06,3.3465
2006,Nov,17,17-Nov-2006,20-Nov-06,3.3474
2006,Nov,20,20-Nov-2006,21-Nov-06,3.347
2006,Nov,21,21-Nov-2006,22-Nov-06,3.3467
2006,Nov,22,22-Nov-2006,23-Nov-06,3.3452
2006,Nov,23,23-Nov-2006,24-Nov-06,3.3429
2006,Nov,24,24-Nov-2006,27-Nov-06,3.3342
2006,Nov,27,27-Nov-2006,28-Nov-06,3.3315
2006,Nov,28,28-Nov-2006,29-Nov-06,3.3287
2006,Nov,29,29-Nov-2006,30-Nov-06,3.3245
2006,Nov,30,30-Nov-2006,1-Dec-06,3.3216
2006,Dec,01,01-Dec-2006,4-Dec-06,3.3101
2006,Dec,04,04-Dec-2006,5-Dec-06,3.308
2006,Dec,05,05-Dec-2006,6-Dec-06,3.3064
2006,Dec,06,06-Dec-2006,7-Dec-06,3.3054
2006,Dec,07,07-Dec-2006,8-Dec-06,3.3062
2006,Dec,08,08-Dec-2006,11-Dec-06,3.312
2006,Dec,11,11-Dec-2006,12-Dec-06,3.3151
2006,Dec,12,12-Dec-2006,13-Dec-06,3.317
2006,Dec,13,13-Dec-2006,14-Dec-06,3.3146
2006,Dec,14,14-Dec-2006,15-Dec-06,3.3139
2006,Dec,15,15-Dec-2006,18-Dec-06,3.3171
2006,Dec,18,18-Dec-2006,19-Dec-06,3.3178
2006,Dec,19,19-Dec-2006,20-Dec-06,3.3159
2006,Dec,20,20-Dec-2006,21-Dec-06,3.3119
2006,Dec,21,21-Dec-2006,22-Dec-06,3.3047
2006,Dec,22,22-Dec-2006,26-Dec-06,3.279
2006,Dec,26,26-Dec-2006,27-Dec-06,3.2767
2006,Dec,27,27-Dec-2006,28-Dec-06,3.276
2006,Dec,28,28-Dec-2006,29-Dec-06,3.278
2006,Dec,29,29-Dec-2006,3-Jan-07,3.2918
2007,Jan,03,03-Jan-2007,4-Jan-07,3.2889
2007,Jan,04,04-Jan-2007,5-Jan-07,3.2886
2007,Jan,05,05-Jan-2007,8-Jan-07,3.2913
2007,Jan,08,08-Jan-2007,9-Jan-07,3.2914
2007,Jan,09,09-Jan-2007,10-Jan-07,3.2904
2007,Jan,10,10-Jan-2007,11-Jan-07,3.2886
2007,Jan,11,11-Jan-2007,12-Jan-07,3.2847
2007,Jan,12,12-Jan-2007,15-Jan-07,3.2746
2007,Jan,15,15-Jan-2007,16-Jan-07,3.271
2007,Jan,16,16-Jan-2007,17-Jan-07,3.2646
2007,Jan,17,17-Jan-2007,18-Jan-07,3.2576
2007,Jan,18,18-Jan-2007,19-Jan-07,3.2528
2007,Jan,19,19-Jan-2007,22-Jan-07,3.2407
2007,Jan,22,22-Jan-2007,23-Jan-07,3.2376
2007,Jan,23,23-Jan-2007,24-Jan-07,3.2354
2007,Jan,24,24-Jan-2007,25-Jan-07,3.2334
2007,Jan,25,25-Jan-2007,26-Jan-07,3.231
2007,Jan,26,26-Jan-2007,29-Jan-07,3.2177
2007,Jan,29,29-Jan-2007,30-Jan-07,3.2136
2007,Jan,30,30-Jan-2007,31-Jan-07,3.2095
2007,Jan,31,31-Jan-2007,1-Feb-07,3.205
2007,Feb,01,01-Feb-2007,2-Feb-07,3.2012
2007,Feb,02,02-Feb-2007,5-Feb-07,3.1889
2007,Feb,05,05-Feb-2007,6-Feb-07,3.185
2007,Feb,06,06-Feb-2007,7-Feb-07,3.1819
2007,Feb,07,07-Feb-2007,8-Feb-07,3.1795
2007,Feb,08,08-Feb-2007,9-Feb-07,3.1768
2007,Feb,09,09-Feb-2007,12-Feb-07,3.1733
2007,Feb,12,12-Feb-2007,13-Feb-07,3.1728
2007,Feb,13,13-Feb-2007,14-Feb-07,3.1717
2007,Feb,14,14-Feb-2007,15-Feb-07,3.1708
2007,Feb,15,15-Feb-2007,16-Feb-07,3.1707
2007,Feb,16,16-Feb-2007,21-Feb-07,3.1606
2007,Feb,21,21-Feb-2007,22-Feb-07,3.1593
2007,Feb,22,22-Feb-2007,23-Feb-07,3.1586
2007,Feb,23,23-Feb-2007,26-Feb-07,3.1566
2007,Feb,26,26-Feb-2007,27-Feb-07,3.1544
2007,Feb,27,27-Feb-2007,28-Feb-07,3.1495
2007,Feb,28,28-Feb-2007,1-Mar-07,3.1456
2007,Mar,01,01-Mar-2007,2-Mar-07,3.1448
2007,Mar,02,02-Mar-2007,5-Mar-07,3.1403
2007,Mar,05,05-Mar-2007,6-Mar-07,3.1357
2007,Mar,06,06-Mar-2007,7-Mar-07,3.1265
2007,Mar,07,07-Mar-2007,8-Mar-07,3.115
2007,Mar,08,08-Mar-2007,9-Mar-07,3.1039
2007,Mar,09,09-Mar-2007,12-Mar-07,3.0708
2007,Mar,12,12-Mar-2007,13-Mar-07,3.0579
2007,Mar,13,13-Mar-2007,14-Mar-07,3.0445
2007,Mar,14,14-Mar-2007,15-Mar-07,3.0288
2007,Mar,15,15-Mar-2007,16-Mar-07,3.0151
2007,Mar,16,16-Mar-2007,19-Mar-07,3.0023
2007,Mar,19,19-Mar-2007,20-Mar-07,2.9995
2007,Mar,20,20-Mar-2007,21-Mar-07,2.9966
2007,Mar,21,21-Mar-2007,22-Mar-07,2.993
2007,Mar,22,22-Mar-2007,23-Mar-07,2.9891
2007,Mar,23,23-Mar-2007,26-Mar-07,2.9811
2007,Mar,26,26-Mar-2007,27-Mar-07,2.9766
2007,Mar,27,27-Mar-2007,28-Mar-07,2.9688
2007,Mar,28,28-Mar-2007,29-Mar-07,2.9552
2007,Mar,29,29-Mar-2007,30-Mar-07,2.9446
2007,Mar,30,30-Mar-2007,2-Apr-07,2.9207
2007,Apr,02,02-Apr-2007,3-Apr-07,2.9104
2007,Apr,03,03-Apr-2007,4-Apr-07,2.9041
2007,Apr,04,04-Apr-2007,5-Apr-07,2.8968
2007,Apr,05,05-Apr-2007,9-Apr-07,2.8743
2007,Apr,09,09-Apr-2007,10-Apr-07,2.8679
2007,Apr,10,10-Apr-2007,11-Apr-07,2.8591
2007,Apr,11,11-Apr-2007,12-Apr-07,2.8498
2007,Apr,12,12-Apr-2007,13-Apr-07,2.8406
2007,Apr,13,13-Apr-2007,16-Apr-07,2.8137
2007,Apr,16,16-Apr-2007,17-Apr-07,2.8067
2007,Apr,17,17-Apr-2007,18-Apr-07,2.7963
2007,Apr,18,18-Apr-2007,19-Apr-07,2.7828
2007,Apr,19,19-Apr-2007,20-Apr-07,2.771
2007,Apr,20,20-Apr-2007,23-Apr-07,2.7421
2007,Apr,23,23-Apr-2007,24-Apr-07,2.7336
2007,Apr,24,24-Apr-2007,25-Apr-07,2.7256
2007,Apr,25,25-Apr-2007,26-Apr-07,2.7183
2007,Apr,26,26-Apr-2007,27-Apr-07,2.7101
2007,Apr,27,27-Apr-2007,30-Apr-07,2.6864
2007,Apr,30,30-Apr-2007,2-May-07,2.6611
2007,May,02,02-May-2007,3-May-07,2.6527
2007,May,03,03-May-2007,4-May-07,2.6453
2007,May,04,04-May-2007,7-May-07,2.6249
2007,May,07,07-May-2007,8-May-07,2.6176
2007,May,08,08-May-2007,9-May-07,2.6095
