SORA Value Date,Month,Day,Date,SORA Publication Date,Compound SORA - 1 month
2010,Jan,25,25-Jan-2010,26-Jan-10,0.1306
2010,Jan,26,26-Jan-2010,27-Jan-10,0.131
2010,Jan,27,27-Jan-2010,28-Jan-10,0.1305
2010,Jan,28,28-Jan-2010,29-Jan-10,0.1313
2010,Jan,29,29-Jan-2010,1-Feb-10,0.1365
2010,Feb,1,1-Feb-2010,2-Feb-10,0.1353
2010,Feb,2,2-Feb-2010,3-Feb-10,0.1335
2010,Feb,3,3-Feb-2010,4-Feb-10,0.1319
2010,Feb,4,4-Feb-2010,5-Feb-10,0.1317
2010,Feb,5,5-Feb-2010,8-Feb-10,0.138
2010,Feb,8,8-Feb-2010,9-Feb-10,0.1379
2010,Feb,9,9-Feb-2010,10-Feb-10,0.1379
2010,Feb,10,10-Feb-2010,11-Feb-10,0.1364
2010,Feb,11,11-Feb-2010,12-Feb-10,0.1354
2010,Feb,12,12-Feb-2010,17-Feb-10,0.1419
2010,Feb,17,17-Feb-2010,18-Feb-10,0.1417
2010,Feb,18,18-Feb-2010,19-Feb-10,0.1431
2010,Feb,19,19-Feb-2010,22-Feb-10,0.1414
2010,Feb,22,22-Feb-2010,23-Feb-10,0.1414
2010,Feb,23,23-Feb-2010,24-Feb-10,0.141
2010,Feb,24,24-Feb-2010,25-Feb-10,0.1397
2010,Feb,25,25-Feb-2010,26-Feb-10,0.1421
2010,Feb,26,26-Feb-2010,1-Mar-10,0.1629
2010,Mar,1,1-Mar-2010,2-Mar-10,0.1644
2010,Mar,2,2-Mar-2010,3-Mar-10,0.1656
2010,Mar,3,3-Mar-2010,4-Mar-10,0.1654
2010,Mar,4,4-Mar-2010,5-Mar-10,0.1636
2010,Mar,5,5-Mar-2010,8-Mar-10,0.153
2010,Mar,8,8-Mar-2010,9-Mar-10,0.1501
2010,Mar,9,9-Mar-2010,10-Mar-10,0.1469
2010,Mar,10,10-Mar-2010,11-Mar-10,0.1446
2010,Mar,11,11-Mar-2010,12-Mar-10,0.1423
2010,Mar,12,12-Mar-2010,15-Mar-10,0.134
2010,Mar,15,15-Mar-2010,16-Mar-10,0.131
2010,Mar,16,16-Mar-2010,17-Mar-10,0.1275
2010,Mar,17,17-Mar-2010,18-Mar-10,0.1257
2010,Mar,18,18-Mar-2010,19-Mar-10,0.124
2010,Mar,19,19-Mar-2010,22-Mar-10,0.1185
2010,Mar,22,22-Mar-2010,23-Mar-10,0.117
2010,Mar,23,23-Mar-2010,24-Mar-10,0.1161
2010,Mar,24,24-Mar-2010,25-Mar-10,0.1157
2010,Mar,25,25-Mar-2010,26-Mar-10,0.1143
2010,Mar,26,26-Mar-2010,29-Mar-10,0.1047
2010,Mar,29,29-Mar-2010,30-Mar-10,0.1047
2010,Mar,30,30-Mar-2010,31-Mar-10,0.1047
2010,Mar,31,31-Mar-2010,1-Apr-10,0.1013
2010,Apr,1,1-Apr-2010,5-Apr-10,0.1192
2010,Apr,5,5-Apr-2010,6-Apr-10,0.1205
2010,Apr,6,6-Apr-2010,7-Apr-10,0.1217
2010,Apr,7,7-Apr-2010,8-Apr-10,0.12
2010,Apr,8,8-Apr-2010,9-Apr-10,0.122
2010,Apr,9,9-Apr-2010,12-Apr-10,0.1239
2010,Apr,12,12-Apr-2010,13-Apr-10,0.1245
2010,Apr,13,13-Apr-2010,14-Apr-10,0.124
2010,Apr,14,14-Apr-2010,15-Apr-10,0.1235
2010,Apr,15,15-Apr-2010,16-Apr-10,0.1229
2010,Apr,16,16-Apr-2010,19-Apr-10,0.122
2010,Apr,19,19-Apr-2010,20-Apr-10,0.122
2010,Apr,20,20-Apr-2010,21-Apr-10,0.1221
2010,Apr,21,21-Apr-2010,22-Apr-10,0.1209
2010,Apr,22,22-Apr-2010,23-Apr-10,0.1195
2010,Apr,23,23-Apr-2010,26-Apr-10,0.1135
2010,Apr,26,26-Apr-2010,27-Apr-10,0.1116
2010,Apr,27,27-Apr-2010,28-Apr-10,0.112
2010,Apr,28,28-Apr-2010,29-Apr-10,0.1144
2010,Apr,29,29-Apr-2010,30-Apr-10,0.1149
2010,Apr,30,30-Apr-2010,3-May-10,0.0982
2010,May,3,3-May-2010,4-May-10,0.092
2010,May,4,4-May-2010,5-May-10,0.0855
2010,May,5,5-May-2010,6-May-10,0.0829
2010,May,6,6-May-2010,7-May-10,0.0825
2010,May,7,7-May-2010,10-May-10,0.0911
2010,May,10,10-May-2010,11-May-10,0.0924
2010,May,11,11-May-2010,12-May-10,0.0923
2010,May,12,12-May-2010,13-May-10,0.09
2010,May,13,13-May-2010,14-May-10,0.0886
2010,May,14,14-May-2010,17-May-10,0.0852
2010,May,17,17-May-2010,18-May-10,0.0839
2010,May,18,18-May-2010,19-May-10,0.083
2010,May,19,19-May-2010,20-May-10,0.0816
2010,May,20,20-May-2010,21-May-10,0.0805
2010,May,21,21-May-2010,24-May-10,0.0853
2010,May,24,24-May-2010,25-May-10,0.0869
2010,May,25,25-May-2010,26-May-10,0.0906
2010,May,26,26-May-2010,27-May-10,0.096
2010,May,27,27-May-2010,31-May-10,0.103
2010,May,31,31-May-2010,1-Jun-10,0.1038
2010,Jun,1,1-Jun-2010,2-Jun-10,0.1035
2010,Jun,2,2-Jun-2010,3-Jun-10,0.1028
2010,Jun,3,3-Jun-2010,4-Jun-10,0.1053
2010,Jun,4,4-Jun-2010,7-Jun-10,0.1217
2010,Jun,7,7-Jun-2010,8-Jun-10,0.1251
2010,Jun,8,8-Jun-2010,9-Jun-10,0.1291
2010,Jun,9,9-Jun-2010,10-Jun-10,0.1327
2010,Jun,10,10-Jun-2010,11-Jun-10,0.1326
2010,Jun,11,11-Jun-2010,14-Jun-10,0.1346
2010,Jun,14,14-Jun-2010,15-Jun-10,0.1358
2010,Jun,15,15-Jun-2010,16-Jun-10,0.1365
2010,Jun,16,16-Jun-2010,17-Jun-10,0.1373
2010,Jun,17,17-Jun-2010,18-Jun-10,0.1389
2010,Jun,18,18-Jun-2010,21-Jun-10,0.1482
2010,Jun,21,21-Jun-2010,22-Jun-10,0.1466
2010,Jun,22,22-Jun-2010,23-Jun-10,0.1451
2010,Jun,23,23-Jun-2010,24-Jun-10,0.1432
2010,Jun,24,24-Jun-2010,25-Jun-10,0.1424
2010,Jun,25,25-Jun-2010,28-Jun-10,0.1438
2010,Jun,28,28-Jun-2010,29-Jun-10,0.1418
2010,Jun,29,29-Jun-2010,30-Jun-10,0.1383
2010,Jun,30,30-Jun-2010,1-Jul-10,0.1363
2010,Jul,1,1-Jul-2010,2-Jul-10,0.1361
2010,Jul,2,2-Jul-2010,5-Jul-10,0.1268
2010,Jul,5,5-Jul-2010,6-Jul-10,0.1203
2010,Jul,6,6-Jul-2010,7-Jul-10,0.1141
2010,Jul,7,7-Jul-2010,8-Jul-10,0.1079
2010,Jul,8,8-Jul-2010,9-Jul-10,0.1017
2010,Jul,9,9-Jul-2010,12-Jul-10,0.1026
2010,Jul,12,12-Jul-2010,13-Jul-10,0.1055
2010,Jul,13,13-Jul-2010,14-Jul-10,0.1068
2010,Jul,14,14-Jul-2010,15-Jul-10,0.1079
2010,Jul,15,15-Jul-2010,16-Jul-10,0.1104
2010,Jul,16,16-Jul-2010,19-Jul-10,0.1196
2010,Jul,19,19-Jul-2010,20-Jul-10,0.1194
2010,Jul,20,20-Jul-2010,21-Jul-10,0.1183
2010,Jul,21,21-Jul-2010,22-Jul-10,0.1206
2010,Jul,22,22-Jul-2010,23-Jul-10,0.1226
2010,Jul,23,23-Jul-2010,26-Jul-10,0.1233
2010,Jul,26,26-Jul-2010,27-Jul-10,0.1189
2010,Jul,27,27-Jul-2010,28-Jul-10,0.1148
2010,Jul,28,28-Jul-2010,29-Jul-10,0.1145
2010,Jul,29,29-Jul-2010,30-Jul-10,0.117
2010,Jul,30,30-Jul-2010,2-Aug-10,0.1262
2010,Aug,2,2-Aug-2010,3-Aug-10,0.1279
2010,Aug,3,3-Aug-2010,4-Aug-10,0.1285
2010,Aug,4,4-Aug-2010,5-Aug-10,0.1279
2010,Aug,5,5-Aug-2010,6-Aug-10,0.1276
2010,Aug,6,6-Aug-2010,10-Aug-10,0.1268
2010,Aug,10,10-Aug-2010,11-Aug-10,0.1247
2010,Aug,11,11-Aug-2010,12-Aug-10,0.1217
2010,Aug,12,12-Aug-2010,13-Aug-10,0.1195
2010,Aug,13,13-Aug-2010,16-Aug-10,0.1166
2010,Aug,16,16-Aug-2010,17-Aug-10,0.1134
2010,Aug,17,17-Aug-2010,18-Aug-10,0.111
2010,Aug,18,18-Aug-2010,19-Aug-10,0.1083
2010,Aug,19,19-Aug-2010,20-Aug-10,0.1081
2010,Aug,20,20-Aug-2010,23-Aug-10,0.1077
2010,Aug,23,23-Aug-2010,24-Aug-10,0.108
2010,Aug,24,24-Aug-2010,25-Aug-10,0.1077
2010,Aug,25,25-Aug-2010,26-Aug-10,0.1078
2010,Aug,26,26-Aug-2010,27-Aug-10,0.1102
2010,Aug,27,27-Aug-2010,30-Aug-10,0.1118
2010,Aug,30,30-Aug-2010,31-Aug-10,0.1105
2010,Aug,31,31-Aug-2010,1-Sep-10,0.1093
2010,Sep,1,1-Sep-2010,2-Sep-10,0.1063
2010,Sep,2,2-Sep-2010,3-Sep-10,0.1066
2010,Sep,3,3-Sep-2010,6-Sep-10,0.1096
2010,Sep,6,6-Sep-2010,7-Sep-10,0.1084
2010,Sep,7,7-Sep-2010,8-Sep-10,0.1082
2010,Sep,8,8-Sep-2010,9-Sep-10,0.1074
2010,Sep,9,9-Sep-2010,13-Sep-10,0.1041
2010,Sep,13,13-Sep-2010,14-Sep-10,0.1048
2010,Sep,14,14-Sep-2010,15-Sep-10,0.1053
2010,Sep,15,15-Sep-2010,16-Sep-10,0.106
2010,Sep,16,16-Sep-2010,17-Sep-10,0.1074
2010,Sep,17,17-Sep-2010,20-Sep-10,0.1142
2010,Sep,20,20-Sep-2010,21-Sep-10,0.1157
2010,Sep,21,21-Sep-2010,22-Sep-10,0.1192
2010,Sep,22,22-Sep-2010,23-Sep-10,0.1233
2010,Sep,23,23-Sep-2010,24-Sep-10,0.1232
2010,Sep,24,24-Sep-2010,27-Sep-10,0.119
2010,Sep,27,27-Sep-2010,28-Sep-10,0.1171
2010,Sep,28,28-Sep-2010,29-Sep-10,0.1147
2010,Sep,29,29-Sep-2010,30-Sep-10,0.1125
2010,Sep,30,30-Sep-2010,1-Oct-10,0.1104
2010,Oct,1,1-Oct-2010,4-Oct-10,0.1082
2010,Oct,4,4-Oct-2010,5-Oct-10,0.1069
2010,Oct,5,5-Oct-2010,6-Oct-10,0.1056
2010,Oct,6,6-Oct-2010,7-Oct-10,0.1049
2010,Oct,7,7-Oct-2010,8-Oct-10,0.1031
2010,Oct,8,8-Oct-2010,11-Oct-10,0.1009
2010,Oct,11,11-Oct-2010,12-Oct-10,0.1005
2010,Oct,12,12-Oct-2010,13-Oct-10,0.1002
2010,Oct,13,13-Oct-2010,14-Oct-10,0.0985
2010,Oct,14,14-Oct-2010,15-Oct-10,0.0968
2010,Oct,15,15-Oct-2010,18-Oct-10,0.098
2010,Oct,18,18-Oct-2010,19-Oct-10,0.0988
2010,Oct,19,19-Oct-2010,20-Oct-10,0.0966
2010,Oct,20,20-Oct-2010,21-Oct-10,0.0951
2010,Oct,21,21-Oct-2010,22-Oct-10,0.0907
2010,Oct,22,22-Oct-2010,25-Oct-10,0.0832
2010,Oct,25,25-Oct-2010,26-Oct-10,0.0824
2010,Oct,26,26-Oct-2010,27-Oct-10,0.0822
2010,Oct,27,27-Oct-2010,28-Oct-10,0.0819
2010,Oct,28,28-Oct-2010,29-Oct-10,0.082
2010,Oct,29,29-Oct-2010,1-Nov-10,0.0798
2010,Nov,1,1-Nov-2010,2-Nov-10,0.0798
2010,Nov,2,2-Nov-2010,3-Nov-10,0.079
2010,Nov,3,3-Nov-2010,4-Nov-10,0.0776
2010,Nov,4,4-Nov-2010,8-Nov-10,0.0843
2010,Nov,8,8-Nov-2010,9-Nov-10,0.0859
2010,Nov,9,9-Nov-2010,10-Nov-10,0.087
2010,Nov,10,10-Nov-2010,11-Nov-10,0.0886
2010,Nov,11,11-Nov-2010,12-Nov-10,0.0885
2010,Nov,12,12-Nov-2010,15-Nov-10,0.0905
2010,Nov,15,15-Nov-2010,16-Nov-10,0.0885
2010,Nov,16,16-Nov-2010,18-Nov-10,0.0828
2010,Nov,18,18-Nov-2010,19-Nov-10,0.0783
2010,Nov,19,19-Nov-2010,22-Nov-10,0.0736
2010,Nov,22,22-Nov-2010,23-Nov-10,0.0733
2010,Nov,23,23-Nov-2010,24-Nov-10,0.0735
2010,Nov,24,24-Nov-2010,25-Nov-10,0.0735
2010,Nov,25,25-Nov-2010,26-Nov-10,0.0754
2010,Nov,26,26-Nov-2010,29-Nov-10,0.0825
2010,Nov,29,29-Nov-2010,30-Nov-10,0.087
2010,Nov,30,30-Nov-2010,1-Dec-10,0.0905
2010,Dec,1,1-Dec-2010,2-Dec-10,0.0899
2010,Dec,2,2-Dec-2010,3-Dec-10,0.0903
2010,Dec,3,3-Dec-2010,6-Dec-10,0.0891
2010,Dec,6,6-Dec-2010,7-Dec-10,0.0879
2010,Dec,7,7-Dec-2010,8-Dec-10,0.0866
2010,Dec,8,8-Dec-2010,9-Dec-10,0.0856
2010,Dec,9,9-Dec-2010,10-Dec-10,0.0852
2010,Dec,10,10-Dec-2010,13-Dec-10,0.0878
2010,Dec,13,13-Dec-2010,14-Dec-10,0.0878
2010,Dec,14,14-Dec-2010,15-Dec-10,0.0878
2010,Dec,15,15-Dec-2010,16-Dec-10,0.0865
2010,Dec,16,16-Dec-2010,17-Dec-10,0.0865
2010,Dec,17,17-Dec-2010,20-Dec-10,0.0843
2010,Dec,20,20-Dec-2010,21-Dec-10,0.084
2010,Dec,21,21-Dec-2010,22-Dec-10,0.0836
2010,Dec,22,22-Dec-2010,23-Dec-10,0.0828
2010,Dec,23,23-Dec-2010,24-Dec-10,0.0814
2010,Dec,24,24-Dec-2010,27-Dec-10,0.076
2010,Dec,27,27-Dec-2010,28-Dec-10,0.0737
2010,Dec,28,28-Dec-2010,29-Dec-10,0.0713
2010,Dec,29,29-Dec-2010,30-Dec-10,0.0659
2010,Dec,30,30-Dec-2010,31-Dec-10,0.0661
2010,Dec,31,31-Dec-2010,3-Jan-11,0.0685
2011,Jan,3,3-Jan-2011,4-Jan-11,0.0707
2011,Jan,4,4-Jan-2011,5-Jan-11,0.0713
2011,Jan,5,5-Jan-2011,6-Jan-11,0.0718
2011,Jan,6,6-Jan-2011,7-Jan-11,0.0722
2011,Jan,7,7-Jan-2011,10-Jan-11,0.0726
2011,Jan,10,10-Jan-2011,11-Jan-11,0.0719
2011,Jan,11,11-Jan-2011,12-Jan-11,0.0701
2011,Jan,12,12-Jan-2011,13-Jan-11,0.0678
2011,Jan,13,13-Jan-2011,14-Jan-11,0.0666
2011,Jan,14,14-Jan-2011,17-Jan-11,0.0642
2011,Jan,17,17-Jan-2011,18-Jan-11,0.0639
2011,Jan,18,18-Jan-2011,19-Jan-11,0.0639
2011,Jan,19,19-Jan-2011,20-Jan-11,0.0634
2011,Jan,20,20-Jan-2011,21-Jan-11,0.0631
2011,Jan,21,21-Jan-2011,24-Jan-11,0.0634
2011,Jan,24,24-Jan-2011,25-Jan-11,0.0626
2011,Jan,25,25-Jan-2011,26-Jan-11,0.0616
2011,Jan,26,26-Jan-2011,27-Jan-11,0.0612
2011,Jan,27,27-Jan-2011,28-Jan-11,0.0618
2011,Jan,28,28-Jan-2011,31-Jan-11,0.0689
2011,Jan,31,31-Jan-2011,1-Feb-11,0.0722
2011,Feb,1,1-Feb-2011,2-Feb-11,0.0742
2011,Feb,2,2-Feb-2011,7-Feb-11,0.0939
2011,Feb,7,7-Feb-2011,8-Feb-11,0.0938
2011,Feb,8,8-Feb-2011,9-Feb-11,0.0932
2011,Feb,9,9-Feb-2011,10-Feb-11,0.0917
2011,Feb,10,10-Feb-2011,11-Feb-11,0.0901
2011,Feb,11,11-Feb-2011,14-Feb-11,0.0891
2011,Feb,14,14-Feb-2011,15-Feb-11,0.0888
2011,Feb,15,15-Feb-2011,16-Feb-11,0.0892
2011,Feb,16,16-Feb-2011,17-Feb-11,0.0894
2011,Feb,17,17-Feb-2011,18-Feb-11,0.0897
2011,Feb,18,18-Feb-2011,21-Feb-11,0.0912
2011,Feb,21,21-Feb-2011,22-Feb-11,0.0915
2011,Feb,22,22-Feb-2011,23-Feb-11,0.0918
2011,Feb,23,23-Feb-2011,24-Feb-11,0.0913
2011,Feb,24,24-Feb-2011,25-Feb-11,0.0916
2011,Feb,25,25-Feb-2011,28-Feb-11,0.0936
2011,Feb,28,28-Feb-2011,1-Mar-11,0.0834
2011,Mar,1,1-Mar-2011,2-Mar-11,0.0789
2011,Mar,2,2-Mar-2011,3-Mar-11,0.0721
2011,Mar,3,3-Mar-2011,4-Mar-11,0.065
2011,Mar,4,4-Mar-2011,7-Mar-11,0.044
2011,Mar,7,7-Mar-2011,8-Mar-11,0.0424
2011,Mar,8,8-Mar-2011,9-Mar-11,0.0413
2011,Mar,9,9-Mar-2011,10-Mar-11,0.0411
2011,Mar,10,10-Mar-2011,11-Mar-11,0.0408
2011,Mar,11,11-Mar-2011,14-Mar-11,0.0401
2011,Mar,14,14-Mar-2011,15-Mar-11,0.0397
2011,Mar,15,15-Mar-2011,16-Mar-11,0.0384
2011,Mar,16,16-Mar-2011,17-Mar-11,0.0373
2011,Mar,17,17-Mar-2011,18-Mar-11,0.0364
2011,Mar,18,18-Mar-2011,21-Mar-11,0.0328
2011,Mar,21,21-Mar-2011,22-Mar-11,0.0314
2011,Mar,22,22-Mar-2011,23-Mar-11,0.03
2011,Mar,23,23-Mar-2011,24-Mar-11,0.0293
2011,Mar,24,24-Mar-2011,25-Mar-11,0.0284
2011,Mar,25,25-Mar-2011,28-Mar-11,0.0223
2011,Mar,28,28-Mar-2011,29-Mar-11,0.023
2011,Mar,29,29-Mar-2011,30-Mar-11,0.0241
2011,Mar,30,30-Mar-2011,31-Mar-11,0.0264
2011,Mar,31,31-Mar-2011,1-Apr-11,0.0292
2011,Apr,1,1-Apr-2011,4-Apr-11,0.0389
2011,Apr,4,4-Apr-2011,5-Apr-11,0.0413
2011,Apr,5,5-Apr-2011,6-Apr-11,0.0418
2011,Apr,6,6-Apr-2011,7-Apr-11,0.0418
2011,Apr,7,7-Apr-2011,8-Apr-11,0.042
2011,Apr,8,8-Apr-2011,11-Apr-11,0.042
2011,Apr,11,11-Apr-2011,12-Apr-11,0.0419
2011,Apr,12,12-Apr-2011,13-Apr-11,0.0419
2011,Apr,13,13-Apr-2011,14-Apr-11,0.0418
2011,Apr,14,14-Apr-2011,15-Apr-11,0.0417
2011,Apr,15,15-Apr-2011,18-Apr-11,0.0427
2011,Apr,18,18-Apr-2011,19-Apr-11,0.043
2011,Apr,19,19-Apr-2011,20-Apr-11,0.0449
2011,Apr,20,20-Apr-2011,21-Apr-11,0.0481
2011,Apr,21,21-Apr-2011,25-Apr-11,0.0567
2011,Apr,25,25-Apr-2011,26-Apr-11,0.0583
2011,Apr,26,26-Apr-2011,27-Apr-11,0.0619
2011,Apr,27,27-Apr-2011,28-Apr-11,0.0672
2011,Apr,28,28-Apr-2011,29-Apr-11,0.0698
2011,Apr,29,29-Apr-2011,3-May-11,0.0693
2011,May,3,3-May-2011,4-May-11,0.0674
2011,May,4,4-May-2011,5-May-11,0.0661
2011,May,5,5-May-2011,6-May-11,0.0656
2011,May,6,6-May-2011,9-May-11,0.0665
2011,May,9,9-May-2011,10-May-11,0.0675
2011,May,10,10-May-2011,11-May-11,0.0704
2011,May,11,11-May-2011,12-May-11,0.0733
2011,May,12,12-May-2011,13-May-11,0.0744
2011,May,13,13-May-2011,16-May-11,0.0809
2011,May,16,16-May-2011,18-May-11,0.0821
2011,May,18,18-May-2011,19-May-11,0.0827
2011,May,19,19-May-2011,20-May-11,0.0813
2011,May,20,20-May-2011,23-May-11,0.075
2011,May,23,23-May-2011,24-May-11,0.0733
2011,May,24,24-May-2011,25-May-11,0.0722
2011,May,25,25-May-2011,26-May-11,0.0735
2011,May,26,26-May-2011,27-May-11,0.0733
2011,May,27,27-May-2011,30-May-11,0.0681
2011,May,30,30-May-2011,31-May-11,0.0685
2011,May,31,31-May-2011,1-Jun-11,0.0674
2011,Jun,1,1-Jun-2011,2-Jun-11,0.0656
2011,Jun,2,2-Jun-2011,3-Jun-11,0.0636
2011,Jun,3,3-Jun-2011,6-Jun-11,0.0645
2011,Jun,6,6-Jun-2011,7-Jun-11,0.0654
2011,Jun,7,7-Jun-2011,8-Jun-11,0.0651
2011,Jun,8,8-Jun-2011,9-Jun-11,0.0652
2011,Jun,9,9-Jun-2011,10-Jun-11,0.0645
2011,Jun,10,10-Jun-2011,13-Jun-11,0.0582
2011,Jun,13,13-Jun-2011,14-Jun-11,0.0564
2011,Jun,14,14-Jun-2011,15-Jun-11,0.0549
2011,Jun,15,15-Jun-2011,16-Jun-11,0.0534
2011,Jun,16,16-Jun-2011,17-Jun-11,0.0538
2011,Jun,17,17-Jun-2011,20-Jun-11,0.0565
2011,Jun,20,20-Jun-2011,21-Jun-11,0.058
2011,Jun,21,21-Jun-2011,22-Jun-11,0.0584
2011,Jun,22,22-Jun-2011,23-Jun-11,0.0585
2011,Jun,23,23-Jun-2011,24-Jun-11,0.0586
2011,Jun,24,24-Jun-2011,27-Jun-11,0.0531
2011,Jun,27,27-Jun-2011,28-Jun-11,0.0515
2011,Jun,28,28-Jun-2011,29-Jun-11,0.0512
2011,Jun,29,29-Jun-2011,30-Jun-11,0.0496
2011,Jun,30,30-Jun-2011,1-Jul-11,0.048
2011,Jul,1,1-Jul-2011,4-Jul-11,0.0456
2011,Jul,4,4-Jul-2011,5-Jul-11,0.0444
2011,Jul,5,5-Jul-2011,6-Jul-11,0.0434
2011,Jul,6,6-Jul-2011,7-Jul-11,0.0433
2011,Jul,7,7-Jul-2011,8-Jul-11,0.0444
2011,Jul,8,8-Jul-2011,11-Jul-11,0.0449
2011,Jul,11,11-Jul-2011,12-Jul-11,0.0455
2011,Jul,12,12-Jul-2011,13-Jul-11,0.0456
2011,Jul,13,13-Jul-2011,14-Jul-11,0.046
2011,Jul,14,14-Jul-2011,15-Jul-11,0.0464
2011,Jul,15,15-Jul-2011,18-Jul-11,0.0467
2011,Jul,18,18-Jul-2011,19-Jul-11,0.0463
2011,Jul,19,19-Jul-2011,20-Jul-11,0.0457
2011,Jul,20,20-Jul-2011,21-Jul-11,0.0441
2011,Jul,21,21-Jul-2011,22-Jul-11,0.0444
2011,Jul,22,22-Jul-2011,25-Jul-11,0.0448
2011,Jul,25,25-Jul-2011,26-Jul-11,0.0442
2011,Jul,26,26-Jul-2011,27-Jul-11,0.0439
2011,Jul,27,27-Jul-2011,28-Jul-11,0.0433
2011,Jul,28,28-Jul-2011,29-Jul-11,0.0409
2011,Jul,29,29-Jul-2011,1-Aug-11,0.0378
2011,Aug,1,1-Aug-2011,2-Aug-11,0.0376
2011,Aug,2,2-Aug-2011,3-Aug-11,0.0373
2011,Aug,3,3-Aug-2011,4-Aug-11,0.0383
2011,Aug,4,4-Aug-2011,5-Aug-11,0.0387
2011,Aug,5,5-Aug-2011,8-Aug-11,0.0378
2011,Aug,8,8-Aug-2011,10-Aug-11,0.0395
2011,Aug,10,10-Aug-2011,11-Aug-11,0.0394
2011,Aug,11,11-Aug-2011,12-Aug-11,0.0384
2011,Aug,12,12-Aug-2011,15-Aug-11,0.0366
2011,Aug,15,15-Aug-2011,16-Aug-11,0.0355
2011,Aug,16,16-Aug-2011,17-Aug-11,0.0349
2011,Aug,17,17-Aug-2011,18-Aug-11,0.0357
2011,Aug,18,18-Aug-2011,19-Aug-11,0.0372
2011,Aug,19,19-Aug-2011,22-Aug-11,0.0396
2011,Aug,22,22-Aug-2011,23-Aug-11,0.0419
2011,Aug,23,23-Aug-2011,24-Aug-11,0.0438
2011,Aug,24,24-Aug-2011,25-Aug-11,0.0451
2011,Aug,25,25-Aug-2011,26-Aug-11,0.0455
2011,Aug,26,26-Aug-2011,29-Aug-11,0.0475
2011,Aug,29,29-Aug-2011,31-Aug-11,0.0479
2011,Aug,31,31-Aug-2011,1-Sep-11,0.049
2011,Sep,1,1-Sep-2011,2-Sep-11,0.049
2011,Sep,2,2-Sep-2011,5-Sep-11,0.0483
2011,Sep,5,5-Sep-2011,6-Sep-11,0.048
2011,Sep,6,6-Sep-2011,7-Sep-11,0.0479
2011,Sep,7,7-Sep-2011,8-Sep-11,0.0479
2011,Sep,8,8-Sep-2011,9-Sep-11,0.0476
2011,Sep,9,9-Sep-2011,12-Sep-11,0.0499
2011,Sep,12,12-Sep-2011,13-Sep-11,0.0515
2011,Sep,13,13-Sep-2011,14-Sep-11,0.0527
2011,Sep,14,14-Sep-2011,15-Sep-11,0.0541
2011,Sep,15,15-Sep-2011,16-Sep-11,0.0559
2011,Sep,16,16-Sep-2011,19-Sep-11,0.0548
2011,Sep,19,19-Sep-2011,20-Sep-11,0.0537
2011,Sep,20,20-Sep-2011,21-Sep-11,0.0537
2011,Sep,21,21-Sep-2011,22-Sep-11,0.0532
2011,Sep,22,22-Sep-2011,23-Sep-11,0.0516
2011,Sep,23,23-Sep-2011,26-Sep-11,0.0528
2011,Sep,26,26-Sep-2011,27-Sep-11,0.0538
2011,Sep,27,27-Sep-2011,28-Sep-11,0.0546
2011,Sep,28,28-Sep-2011,29-Sep-11,0.0542
2011,Sep,29,29-Sep-2011,30-Sep-11,0.054
2011,Sep,30,30-Sep-2011,3-Oct-11,0.0554
2011,Oct,3,3-Oct-2011,4-Oct-11,0.0564
2011,Oct,4,4-Oct-2011,5-Oct-11,0.0567
2011,Oct,5,5-Oct-2011,6-Oct-11,0.0573
2011,Oct,6,6-Oct-2011,7-Oct-11,0.057
2011,Oct,7,7-Oct-2011,10-Oct-11,0.0544
2011,Oct,10,10-Oct-2011,11-Oct-11,0.0533
2011,Oct,11,11-Oct-2011,12-Oct-11,0.0525
2011,Oct,12,12-Oct-2011,13-Oct-11,0.0511
2011,Oct,13,13-Oct-2011,14-Oct-11,0.0502
2011,Oct,14,14-Oct-2011,17-Oct-11,0.048
2011,Oct,17,17-Oct-2011,18-Oct-11,0.0491
2011,Oct,18,18-Oct-2011,19-Oct-11,0.0491
2011,Oct,19,19-Oct-2011,20-Oct-11,0.0503
2011,Oct,20,20-Oct-2011,21-Oct-11,0.0502
2011,Oct,21,21-Oct-2011,24-Oct-11,0.0498
2011,Oct,24,24-Oct-2011,25-Oct-11,0.0487
2011,Oct,25,25-Oct-2011,27-Oct-11,0.0475
2011,Oct,27,27-Oct-2011,28-Oct-11,0.047
2011,Oct,28,28-Oct-2011,31-Oct-11,0.0486
2011,Oct,31,31-Oct-2011,1-Nov-11,0.0498
2011,Nov,1,1-Nov-2011,2-Nov-11,0.0511
2011,Nov,2,2-Nov-2011,3-Nov-11,0.0529
2011,Nov,3,3-Nov-2011,4-Nov-11,0.052
2011,Nov,4,4-Nov-2011,8-Nov-11,0.0499
2011,Nov,8,8-Nov-2011,9-Nov-11,0.0503
2011,Nov,9,9-Nov-2011,10-Nov-11,0.0504
2011,Nov,10,10-Nov-2011,11-Nov-11,0.0511
2011,Nov,11,11-Nov-2011,14-Nov-11,0.0521
2011,Nov,14,14-Nov-2011,15-Nov-11,0.0514
2011,Nov,15,15-Nov-2011,16-Nov-11,0.0507
2011,Nov,16,16-Nov-2011,17-Nov-11,0.0504
2011,Nov,17,17-Nov-2011,18-Nov-11,0.0492
2011,Nov,18,18-Nov-2011,21-Nov-11,0.0529
2011,Nov,21,21-Nov-2011,22-Nov-11,0.0568
